Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt▼,PPR,DKPt,FDPt,VBD,PosRank,OvRank
96,DeMarco Murray,DAL,RB,23,13,7,0,0,0,0,0,164,897,5.47,2,35,26,183,7.04,0,1,,2,,,120,146,152,133,,30,
97,C.J. Spiller,BUF,RB,24,16,11,0,0,0,0,0,107,561,5.24,4,54,39,269,6.9,2,2,,6,,,119,158,164,138.5,,33,
98,Santonio Holmes,NYJ,WR,27,16,16,0,0,0,0,0,3,27,9,0,101,51,654,12.82,8,2,1,8,,,116,165.1,169.1,139.6,,30,75
99,Malcom Floyd,SDG,WR,30,12,9,0,0,0,0,0,0,0,,0,70,43,856,19.91,5,0,,5,,,116,158.6,161.6,137.1,,32,
100,Jeremy Maclin,PHI,WR,23,13,13,0,0,0,0,0,1,1,1,0,96,63,859,13.63,5,1,1,5,,,116,177,181,145.5,,31,
101,Vernon Davis,SFO,TE,27,16,16,0,0,0,0,0,2,-5,-2.5,0,95,67,792,11.82,6,3,1,6,,,115,179.7,183.7,146.2,17,8,57
102,Lance Moore,NOR,WR,28,14,7,0,0,0,0,0,0,0,,0,73,52,627,12.06,8,0,,8,2,,115,166.7,169.7,140.7,,33,
103,Michael Crabtree,SFO,WR,24,15,14,0,0,0,0,0,1,6,6,0,115,72,874,12.14,4,0,,4,1,,114,186,189,150,,34,
104,Dustin Keller,NYJ,TE,27,16,12,0,0,0,0,0,0,0,,0,115,65,815,12.54,5,1,1,5,,,112,174.5,178.5,142,14,9,60
105,Brent Celek,PHI,TE,26,16,16,0,0,0,0,0,0,0,,0,98,62,811,13.08,5,0,,5,,,111,173.1,176.1,142.1,14,10,62
106,Plaxico Burress,NYJ,WR,34,16,13,0,0,0,0,0,0,0,,0,96,45,612,13.6,8,0,,8,,,109,154.2,157.2,131.7,,36,
107,Eric Decker,DEN,WR,24,16,13,0,1,0,0,0,1,1,1,0,96,44,612,13.91,8,1,1,9,,,109,157.3,161.3,135.3,,35,
108,Brandon Pettigrew,DET,TE,26,16,16,0,0,0,0,0,0,0,,0,126,83,777,9.36,5,0,,5,,,108,190.7,193.7,149.2,10,11,67
109,Anquan Boldin,BAL,WR,31,14,14,0,0,0,0,0,0,0,,0,106,57,887,15.56,3,1,,3,,,107,163.7,166.7,135.2,,37,
110,Kevin Kolb,ARI,QB,27,9,9,146,253,1955,9,8,17,65,3.82,0,0,0,0,,0,8,3,0,,,107,98.7,112.7,106.7,,30,
111,Darren McFadden,OAK,RB,24,7,7,0,0,0,0,0,113,614,5.43,4,23,19,154,8.11,1,1,1,5,,,107,123.8,130.8,114.3,,34,
112,John Skelton,ARI,QB,23,8,7,151,275,1913,11,14,28,128,4.57,0,0,0,0,,0,4,1,0,,,107,103.3,124.3,117.3,,29,
113,James Jones,GNB,WR,27,16,0,0,0,0,0,0,0,0,,0,55,38,635,16.71,7,1,,7,,,106,143.5,146.5,124.5,,39,
114,Denarius Moore,OAK,WR,23,13,10,0,0,0,0,0,5,61,12.2,1,76,33,618,18.73,5,1,,6,,,106,136.9,139.9,120.4,,38,
115,Doug Baldwin,SEA,WR,23,16,1,0,0,0,0,0,1,-2,-2,0,85,51,788,15.45,4,0,,4,,,103,153.6,156.6,128.1,,40,
116,Donald Brown,IND,RB,24,16,2,0,0,0,0,0,134,645,4.81,5,19,16,86,5.38,0,0,,5,,,103,119.1,122.1,111.1,,35,
117,Nate Burleson,DET,WR,30,16,11,0,0,0,0,0,11,85,7.73,0,110,73,757,10.37,3,1,1,3,,,102,173.2,177.2,136.7,,41,
118,Sam Bradford,STL,QB,24,10,10,191,357,2164,6,6,18,26,1.44,0,0,0,0,,0,10,6,0,,,101,89.2,104.2,95.2,,31,
119,Ryan Grant,GNB,RB,29,15,14,0,0,0,0,0,134,559,4.17,2,24,19,268,14.11,1,2,1,3,,,101,117.7,124.7,108.2,,36,
120,Miles Austin,DAL,WR,27,10,10,0,0,0,0,0,2,3,1.5,0,73,43,579,13.47,7,1,,7,,,100,143.2,146.2,121.7,,43,
121,Deion Branch,NWE,WR,32,15,15,0,0,0,0,0,0,0,,0,90,51,702,13.76,5,0,,5,,,100,151.2,154.2,125.7,,44,
122,Matt Cassel,KAN,QB,29,9,9,160,269,1713,10,9,25,99,3.96,0,1,1,-4,-4,0,5,2,0,,,100,97,111,105.5,,32,
123,Robert Meachem,NOR,WR,27,16,8,0,0,0,0,0,4,18,4.5,0,60,40,620,15.5,6,0,,6,,,100,139.8,142.8,119.8,,45,
124,Titus Young,DET,WR,22,16,9,0,0,0,0,0,2,15,7.5,0,86,48,607,12.65,6,1,,6,1,,100,148.2,151.2,124.2,,42,
125,Early Doucet,ARI,WR,26,16,6,0,0,0,0,0,0,0,,0,97,54,689,12.76,5,1,,5,,,99,152.9,155.9,125.9,,47,
126,Jerome Simpson,CIN,WR,25,16,14,0,0,0,0,0,0,0,,0,105,50,725,14.5,4,0,,4,,,99,146.5,149.5,121.5,,48,
127,Mike Williams,TAM,WR,24,16,15,0,0,0,0,0,1,3,3,0,124,65,771,11.86,3,2,2,3,,,99,156.4,161.4,123.9,,46,
128,Fred Davis,WAS,TE,25,12,12,0,0,0,0,0,0,0,,0,88,59,796,13.49,3,1,1,3,,,98,154.6,158.6,125.1,,12,
129,David Nelson,BUF,WR,25,16,13,0,0,0,0,0,0,0,,0,97,61,658,10.79,5,0,,5,,,98,156.8,159.8,126.3,,49,
130,Toby Gerhart,MIN,RB,24,16,5,0,0,0,0,0,109,531,4.87,1,28,23,190,8.26,3,1,,4,,,96,119.1,125.1,107.6,,37,
131,Jermaine Gresham*,CIN,TE,23,14,13,0,0,0,0,0,0,0,,0,92,56,596,10.64,6,1,1,6,,,96,149.6,153.6,121.6,,13,
132,Dexter McCluster,KAN,WR,22,16,4,0,0,0,0,0,114,516,4.53,1,64,46,328,7.13,1,4,3,2,,,96,136.4,145.4,113.4,,50,
133,Kevin Smith,DET,RB,25,7,4,0,0,0,0,0,72,356,4.94,4,28,22,179,8.14,3,1,1,7,,,96,115.5,122.5,104.5,,38,
134,Jared Cook,TEN,TE,24,16,5,0,0,0,0,0,0,0,,0,81,49,759,15.49,3,2,2,3,,,94,138.9,143.9,114.4,,15,
135,Kellen Winslow,TAM,TE,28,16,15,0,0,0,0,0,0,0,,0,123,75,763,10.17,2,2,1,2,2,,94,165.3,169.3,127.8,,14,
136,Steve Breaston,KAN,WR,28,16,13,0,0,0,0,0,1,25,25,0,98,61,785,12.87,2,0,,2,,,93,154,157,123.5,,51,
137,LaDainian Tomlinson,NYJ,RB,32,14,1,0,0,0,0,0,75,280,3.73,1,61,42,449,10.69,2,0,,3,,,91,132.9,138.9,111.9,,39,
138,Peyton Hillis,CLE,RB,25,10,9,0,0,0,0,0,161,587,3.65,3,34,22,130,5.91,0,2,1,3,,,90,109.7,116.7,98.7,,40,
139,Kyle Orton,2TM,QB,29,9,8,150,252,1758,9,9,11,13,1.18,0,0,0,0,,0,4,2,0,,,90,85.6,99.6,94.6,,33,
140,Damian Williams,TEN,WR,23,15,13,0,0,0,0,0,0,0,,0,94,45,592,13.16,5,0,,5,,,89,134.2,137.2,111.7,,52,
141,Jahvid Best,DET,RB,22,6,6,0,0,0,0,0,84,390,4.64,2,40,27,287,10.63,1,0,,3,,,86,112.7,118.7,99.2,,42,
142,Owen Daniels,HOU,TE,29,15,15,0,0,0,0,0,0,0,,0,85,54,677,12.54,3,0,,3,,,86,139.7,142.7,112.7,,16,
143,Felix Jones,DAL,RB,24,12,8,0,0,0,0,0,127,575,4.53,1,45,33,221,6.7,0,5,2,1,,,86,114.6,122.6,98.1,,43,
144,Greg Olsen,CAR,RB,26,16,13,0,0,0,0,0,0,0,,0,89,45,540,12,5,1,1,5,1,,86,129,133,106.5,,41,
145,Jason Campbell,OAK,QB,30,6,6,100,165,1170,6,4,18,60,3.33,2,0,0,0,,0,3,1,2,,,85,78.8,86.8,82.8,,34,
146,Johnny Knox,CHI,WR,25,14,11,0,0,0,0,0,0,0,,0,69,37,727,19.65,2,1,1,2,,,85,119.7,123.7,101.2,,53,
147,James Starks,GNB,RB,25,13,2,0,0,0,0,0,133,578,4.35,1,37,29,216,7.45,0,2,1,1,,,85,112.4,119.4,97.9,,44,
148,Jake Ballard,NYG,TE,24,14,13,0,0,0,0,0,0,0,,0,61,38,604,15.89,4,0,,4,,,84,122.4,125.4,103.4,,17,
149,Greg Little,CLE,WR,22,16,12,0,0,0,0,0,3,15,5,0,119,61,709,11.62,2,0,,2,,,84,145.4,148.4,114.9,,54,
150,Marion Barber,CHI,RB,28,11,1,0,0,0,0,0,114,422,3.7,6,9,5,50,10,0,1,1,6,,,83,86.2,90.2,83.7,,45,
151,Ed Dickson,BAL,TE,24,16,16,0,0,0,0,0,0,0,,0,89,54,528,9.78,5,0,,5,,,83,136.8,139.8,109.8,,18,
152,Mark Ingram,NOR,RB,22,10,4,0,0,0,0,0,122,474,3.89,5,13,11,46,4.18,0,1,1,5,,,82,91,95,85.5,,46,
153,Santana Moss,WAS,WR,32,12,12,0,0,0,0,0,0,0,,0,95,46,584,12.7,4,0,,4,,,82,128.4,131.4,105.4,,55,
154,Donald Driver,GNB,WR,36,16,15,0,0,0,0,0,0,0,,0,56,37,445,12.03,6,0,,6,,,81,117.5,120.5,99,,56,
155,Curtis Painter,IND,QB,26,9,8,132,243,1541,6,9,17,107,6.29,0,0,0,0,,0,5,3,0,,,80,72.3,90.3,81.3,,35,
156,Demaryius Thomas,DEN,WR,24,11,5,0,1,0,0,0,1,5,5,0,70,32,551,17.22,4,0,,4,,,80,111.6,114.6,95.6,,57,
157,Jackie Battle,KAN,RB,28,15,4,0,0,0,0,0,149,597,4.01,2,13,9,68,7.56,0,0,,2,,,79,87.5,90.5,83,,48,
158,Kendall Hunter,SFO,RB,23,16,1,0,0,0,0,0,112,473,4.22,2,26,16,195,12.19,0,1,,2,,,79,94.8,100.8,86.8,,47,
159,Brandon LaFell,CAR,WR,25,16,6,0,0,0,0,0,0,0,,0,56,36,613,17.03,3,0,,3,,,79,115.3,118.3,97.3,,58,
160,Josh Cribbs,CLE,RB,28,16,7,0,0,0,0,0,7,25,3.57,0,67,41,518,12.63,4,3,,5,,,78,125.3,128.3,104.8,,49,
161,Mario Manningham,NYG,WR,25,12,10,0,0,0,0,0,0,0,,0,77,39,523,13.41,4,0,,4,,,76,115.3,118.3,95.8,,59,
162,Heath Miller,PIT,TE,29,16,16,0,0,0,0,0,1,6,6,0,74,51,631,12.37,2,1,1,2,,,76,124.7,128.7,99.2,,19,
163,Dezmon Briscoe,TAM,WR,22,16,2,0,0,0,0,0,0,0,,0,51,35,387,11.06,6,0,,6,,,75,109.7,112.7,92.2,,60,
164,Scott Chandler,BUF,TE,26,14,9,0,0,0,0,0,0,0,,0,46,38,389,10.24,6,1,1,6,,,75,110.9,114.9,91.9,,21,
165,Anthony Fasano,MIA,TE,27,15,15,0,0,0,0,0,0,0,,0,54,32,451,14.09,5,0,,5,,,75,107.1,110.1,91.1,,20,
166,Jason Avant,PHI,RB,28,16,7,0,0,0,0,0,0,0,,0,81,52,679,13.06,1,2,1,1,,,74,123.9,127.9,97.9,,50,
167,Isaac Redman,PIT,RB,27,16,1,0,0,0,0,0,110,479,4.35,3,22,18,78,4.33,0,2,2,3,,,74,87.7,92.7,78.7,,51,
168,Davone Bess,MIA,WR,26,16,4,0,0,0,0,0,2,9,4.5,0,86,51,537,10.53,3,5,2,3,,,73,119.6,124.6,94.1,,63,
169,Preston Parker,TAM,WR,24,16,0,0,0,0,0,0,1,-3,-3,0,65,40,554,13.85,3,8,1,3,,,73,111.1,115.1,91.1,,62,
170,Andre Roberts,ARI,WR,23,16,16,0,0,0,0,0,3,27,9,0,98,51,586,11.49,2,1,,2,,,73,124.3,127.3,98.8,,61,
171,Tony Scheffler,DET,TE,28,15,5,0,0,0,0,0,1,5,5,0,43,26,347,13.35,6,1,,6,1,,73,99.2,102.2,86.2,,22,
