Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt▼,PPR,DKPt,FDPt,VBD,PosRank,OvRank
40,Byron Leftwich,JAX,QB,24,14,14,267,441,2941,15,10,39,148,3.79,2,1,1,-7,-7,0,5,3,2,,4,192,186.7,205.7,196.2,,16,
41,Kerry Collins,OAK,QB,32,14,13,289,513,3495,21,20,16,36,2.25,0,0,0,0,,0,7,3,0,,,187,181.4,207.4,201.4,,17,
42,Chad Johnson*,CIN,WR,26,16,16,0,0,0,0,0,4,39,9.75,0,170,95,1274,13.41,9,1,,9,,,185,280.3,283.3,232.8,58,9,23
43,Deuce McAllister,NOR,RB,26,14,14,0,0,0,0,0,269,1074,3.99,9,48,34,228,6.71,0,5,4,9,,,184,210.2,220.2,193.2,27,17,46
44,Jerome Bettis*,PIT,RB,32,15,6,1,1,10,1,0,250,941,3.76,13,8,6,46,7.67,0,1,,13,,,181,187.1,190.1,184.1,24,18,54
45,Vinny Testaverde,DAL,QB,41,16,15,297,495,3532,17,20,21,38,1.81,1,0,0,0,,0,8,3,1,,1,181,175.1,201.1,195.1,,18,
46,Thomas Jones,CHI,RB,26,14,14,0,0,0,0,0,240,948,3.95,7,72,56,427,7.63,0,2,1,7,,,180,233.5,240.5,205.5,22,19,56
47,Donald Driver,GNB,WR,29,16,11,0,0,0,0,0,3,4,1.33,0,137,84,1208,14.38,9,2,2,9,1,,177,257.2,262.2,215.2,50,10,25
48,Fred Taylor,JAX,RB,28,14,14,0,0,0,0,0,260,1224,4.71,2,58,36,345,9.58,1,3,2,3,,,175,206.9,214.9,188.9,18,20,58
49,Antonio Gates*+,SDG,TE,24,15,15,0,0,0,0,0,0,0,,0,114,81,964,11.9,13,0,,13,,,174,255.4,258.4,214.9,107,1,8
50,Chad Pennington,NYJ,QB,28,13,13,242,370,2673,16,9,34,126,3.71,1,0,0,0,,0,5,2,1,,,172,167.5,184.5,176.5,,19,
51,Ben Roethlisberger,PIT,QB,22,14,13,196,295,2621,17,11,56,144,2.57,1,0,0,0,,0,2,2,1,,,171,167.2,186.2,178.2,,20,
52,Drew Bledsoe,BUF,QB,32,16,16,256,450,2932,20,16,22,37,1.68,0,0,0,0,,0,9,5,0,,,169,159,183,175,,21,
53,Tony Gonzalez*,KAN,TE,28,16,16,0,0,0,0,0,1,5,5,0,148,102,1258,12.33,7,0,,7,,,168,270.3,273.3,219.3,101,2,11
54,Brandon Stokley,IND,WR,28,16,3,0,0,0,0,0,0,0,,0,102,68,1077,15.84,10,1,1,10,,,168,233.7,237.7,199.7,40,11,30
55,Kevin Jones,DET,RB,22,15,14,0,0,0,0,0,241,1133,4.7,5,41,28,180,6.43,1,2,1,6,,,167,193.3,200.3,179.3,10,21,65
56,Isaac Bruce,STL,WR,32,16,16,0,2,0,0,0,0,0,,0,148,89,1292,14.52,6,5,4,6,,,165,246.2,253.2,201.7,38,12,33
57,Michael Clayton,TAM,WR,22,16,13,0,0,0,0,0,5,30,6,0,122,80,1193,14.91,7,1,,7,,,164,244.3,247.3,204.3,37,13,35
58,Darrell Jackson,SEA,WR,26,16,16,0,0,0,0,0,0,0,,0,156,87,1199,13.78,7,2,1,7,1,,164,248.9,252.9,205.4,37,14,37
59,Nick Goings,CAR,RB,26,16,8,0,0,0,0,0,217,821,3.78,6,61,45,394,8.76,1,1,1,7,,,164,206.5,213.5,184,6,22,67
60,Emmitt Smith,ARI,RB,35,15,15,1,1,21,1,0,267,937,3.51,9,20,15,105,7,0,4,1,9,,,163,176,183,168.5,6,23,69
61,Brian Griese,TAM,QB,29,11,10,233,336,2632,20,12,30,17,0.57,0,1,1,-4,-4,0,6,4,0,,,163,155.6,174.6,167.1,,22,
62,Carson Palmer,CIN,QB,25,13,13,263,432,2897,18,18,18,47,2.61,1,0,0,0,,0,2,2,1,,,163,158.6,181.6,176.6,,23,
63,Nate Burleson,MIN,WR,23,16,15,0,0,0,0,0,6,49,8.17,0,102,68,1006,14.79,9,1,,10,1,,162,235.5,238.5,201.5,34,15,41
64,Billy Volek,TEN,QB,28,10,8,218,357,2486,18,10,11,50,4.55,1,1,1,0,0,0,6,2,1,,,162,159.4,174.4,168.9,,24,
65,Eddie Kennison,KAN,WR,31,14,14,0,0,0,0,0,2,15,7.5,0,106,62,1086,17.52,8,1,,8,1,,160,222.1,225.1,191.1,33,16,42
66,Rod Smith,DEN,WR,34,16,16,0,0,0,0,0,5,33,6.6,0,136,79,1144,14.48,7,4,,7,,,160,238.7,241.7,199.2,32,17,43
67,Derrick Mason,TEN,WR,30,16,16,0,0,0,0,0,1,-3,-3,0,158,96,1168,12.17,7,2,,7,,,159,254.5,257.5,206.5,31,18,44
68,Kyle Boller,BAL,QB,23,16,16,258,464,2559,13,11,53,189,3.57,1,0,0,0,,0,11,7,1,,1,159,145.3,169.3,156.3,,25,
69,Chris Brown,TEN,RB,23,11,11,0,0,0,0,0,220,1067,4.85,6,33,20,147,7.35,0,6,4,6,,,157,169.4,179.4,159.4,,24,78
70,Randy Moss,MIN,WR,27,13,13,1,2,37,0,1,0,0,,0,86,49,767,15.65,13,1,1,13,,,154,201.2,206.2,177.7,27,19,47
71,Jamal Lewis,BAL,RB,25,12,12,0,0,0,0,0,235,1006,4.28,7,12,10,116,11.6,0,2,,7,,,154,164.2,170.2,159.2,,25,
72,Jerry Porter,OAK,WR,26,16,16,0,0,0,0,0,1,-4,-4,0,136,64,998,15.59,9,2,2,9,,,153,213.4,218.4,181.4,26,20,48
73,Jimmy Smith,JAX,WR,35,16,16,0,0,0,0,0,0,0,,0,137,74,1172,15.84,6,2,1,6,,,153,225.2,229.2,188.2,26,21,50
74,Larry Johnson,KAN,RB,25,10,3,0,0,0,0,0,120,581,4.84,9,29,22,278,12.64,2,0,,11,,,152,173.9,179.9,162.9,,26,
75,Andre Johnson*,HOU,WR,23,16,16,0,0,0,0,0,4,12,3,0,138,79,1142,14.46,6,1,1,6,,,151,228.4,232.4,188.9,24,22,53
76,Ashley Lelie,DEN,WR,24,16,16,0,0,0,0,0,3,5,1.67,0,101,54,1084,20.07,7,0,,7,,,151,204.9,207.9,177.9,24,23,55
77,Josh McCown,ARI,QB,25,14,13,233,408,2511,11,10,36,112,3.11,2,1,1,-5,-5,0,12,5,2,1,,149,140.1,161.1,149.6,,26,
78,Lee Evans,BUF,WR,23,16,11,0,0,0,0,0,5,85,17,0,74,48,843,17.56,9,1,1,9,,,147,192.8,196.8,168.8,19,24,57
79,Kevan Barlow,SFO,RB,25,15,14,0,0,0,0,0,244,822,3.37,7,45,35,212,6.06,0,2,2,7,,,145,176.4,184.4,158.9,,27,
80,Chris Chambers,MIA,WR,26,15,15,0,0,0,0,0,9,76,8.44,0,140,69,898,13.01,7,1,1,7,1,,141,208.4,212.4,173.9,14,25,60
81,Jason Witten*,DAL,TE,22,16,15,0,0,0,0,0,0,0,,0,122,87,980,11.26,6,2,1,6,1,,136,221,225,177.5,68,3,21
82,Eric Moulds,BUF,WR,31,16,16,0,0,0,0,0,5,19,3.8,0,152,88,1043,11.85,5,1,1,5,,,136,222.2,226.2,178.2,9,26,66
83,Marshall Faulk,STL,RB,31,14,14,0,0,0,0,0,195,774,3.97,3,65,50,310,6.2,1,2,1,4,2,,136,184.4,191.4,159.4,,28,
84,Julius Jones,DAL,RB,23,8,7,0,0,0,0,0,197,819,4.16,7,26,17,109,6.41,0,3,3,7,,,135,145.8,154.8,137.3,,29,
85,Keyshawn Johnson,DAL,WR,32,16,16,0,2,0,0,1,2,13,6.5,0,124,70,981,14.01,6,1,1,6,,,133,201.4,206.4,167.4,6,27,68
86,Hines Ward*,PIT,WR,28,16,16,0,0,0,0,0,7,25,3.57,1,108,80,1004,12.55,4,1,,5,,,133,212.9,215.9,172.9,6,28,70
87,Derrick Blaylock,KAN,RB,25,12,5,0,0,0,0,0,118,539,4.57,8,36,25,246,9.84,1,0,,9,,,133,157.5,163.5,145,,30,
88,Roy Williams,DET,WR,23,14,12,0,1,0,0,0,1,1,1,0,118,54,817,15.13,8,1,1,8,,,130,181.8,185.8,154.8,2,29,72
89,Larry Fitzgerald,ARI,WR,21,16,16,0,0,0,0,0,8,14,1.75,0,115,58,780,13.45,8,1,,8,,,127,185.4,188.4,156.4,,30,
90,T.J. Houshmandzadeh,CIN,WR,27,16,13,0,0,0,0,0,6,51,8.5,0,108,73,978,13.4,4,0,,4,,,127,199.9,202.9,163.4,,31,
91,David Patten,NWE,WR,30,16,11,0,0,0,0,0,1,5,5,0,95,44,800,18.18,7,0,,7,,,123,166.5,169.5,144.5,,32,
92,Jeff Garcia,CLE,QB,34,11,10,144,252,1731,10,9,35,169,4.83,2,0,0,0,,0,9,7,2,,,120,106.1,128.1,115.1,,27,
93,Onterrio Smith,MIN,RB,24,11,6,0,0,0,0,0,124,544,4.39,2,45,36,394,10.94,2,2,1,4,1,,120,153.8,160.8,135.8,,31,
94,Tim Rattay,SFO,QB,27,9,9,198,325,2169,10,10,12,55,4.58,0,0,0,0,,0,11,6,0,1,2,118,106.3,125.3,116.3,,28,
95,Santana Moss,NYJ,WR,25,15,14,0,0,0,0,0,6,18,3,0,78,45,838,18.62,5,2,,5,,,116,160.6,163.6,138.1,,33,
96,Marcus Robinson,MIN,WR,29,16,7,0,0,0,0,0,0,0,,0,79,47,657,13.98,8,1,,8,,,114,160.7,163.7,137.2,,34,
97,Alge Crumpler*,ATL,TE,27,14,14,0,0,0,0,0,0,0,,0,74,48,774,16.13,6,1,1,6,,,113,159.4,163.4,135.4,46,4,27
98,Steven Jackson,STL,RB,21,14,3,0,0,0,0,0,134,673,5.02,4,24,19,189,9.95,0,1,1,4,1,,112,129.2,136.2,119.7,,32,
99,Donte' Stallworth,NOR,WR,24,16,10,0,0,0,0,0,6,37,6.17,0,106,58,767,13.22,5,0,,5,,,110,168.4,171.4,139.4,,35,
100,Lee Suggs,CLE,RB,24,10,3,0,0,0,0,0,199,744,3.74,2,36,20,178,8.9,1,6,3,3,,,110,124.2,133.2,114.2,,33,
101,Keary Colbert,CAR,WR,22,15,15,0,0,0,0,0,0,0,,0,92,47,754,16.04,5,1,1,5,1,,107,152.4,156.4,128.9,,36,
102,Kurt Warner,NYG,QB,33,10,9,174,277,2054,6,4,13,30,2.31,1,0,0,0,,0,12,4,1,,,107,99.2,110.2,103.2,,29,
103,Randy McMichael,MIA,TE,25,16,16,0,0,0,0,0,0,0,,0,118,73,791,10.84,4,2,,4,1,,105,178.1,181.1,141.6,37,5,34
104,Antonio Bryant,2TM,WR,23,15,8,0,0,0,0,0,0,0,,0,99,58,812,14,4,1,1,4,,,105,161.2,165.2,132.2,,38,
105,David Givens,NWE,WR,24,15,12,0,0,0,0,0,0,0,,0,106,56,874,15.61,3,0,,3,,,105,161.4,164.4,133.4,,37,
106,Ronald Curry,OAK,WR,25,12,3,0,1,0,0,0,1,-3,-3,0,70,50,679,13.58,6,1,,6,,,104,153.6,156.6,128.6,,39,
107,Jeremy Shockey,NYG,TE,24,15,15,0,0,0,0,0,0,0,,0,97,61,666,10.92,6,1,,6,,,103,163.6,166.6,133.1,35,6,39
108,Johnnie Morton,KAN,WR,33,13,12,0,0,0,0,0,7,43,6.14,0,79,55,795,14.45,3,2,1,3,,,102,154.8,158.8,127.3,,40,
109,Chester Taylor,BAL,RB,25,16,4,0,0,0,0,0,160,714,4.46,2,38,30,184,6.13,0,1,1,2,,,102,129.8,136.8,114.8,,34,
110,Laveranues Coles,WAS,WR,27,16,16,0,0,0,0,0,3,-3,-1,0,168,90,950,10.56,1,1,1,1,,,101,188.7,192.7,143.7,,41,
111,A.J. Feeley,MIA,QB,27,11,8,191,356,1893,11,15,14,13,0.93,1,0,0,0,,0,10,5,1,,2,101,91,114,106,,30,
112,Justin McCareins,NYJ,WR,26,16,16,0,0,0,0,0,2,-5,-2.5,0,90,56,770,13.75,4,3,,4,,,101,156.5,159.5,128.5,,42,
113,Sammy Morris,MIA,RB,27,13,8,0,0,0,0,0,132,523,3.96,6,28,22,124,5.64,0,1,,6,,,101,122.7,128.7,111.7,,35,
114,Plaxico Burress,PIT,WR,27,11,11,0,0,0,0,0,0,0,,0,59,35,698,19.94,5,1,,5,,,100,134.8,137.8,117.3,,43,
115,T.J. Duckett,ATL,RB,23,13,0,0,0,0,0,0,104,509,4.89,8,3,3,15,5,0,2,2,8,,,100,99.4,104.4,97.9,,36,
116,Eric Parker,SDG,WR,25,15,13,0,0,0,0,0,4,53,13.25,0,71,47,690,14.68,4,5,1,4,,,98,143.3,147.3,119.8,,44,
117,Rod Gardner,WAS,WR,27,16,14,0,3,0,0,0,3,7,2.33,0,106,51,650,12.75,5,0,,5,,,96,146.7,149.7,121.2,,45,
118,Eric Johnson,SFO,TE,28,16,14,0,0,0,0,0,0,0,,0,117,82,825,10.06,2,1,1,2,,,95,174.5,178.5,133.5,27,7,45
119,Brandon Lloyd,SFO,WR,23,13,13,0,0,0,0,0,0,0,,0,89,43,565,13.14,6,0,,6,1,,95,137.5,140.5,116,,46,
120,Dennis Northcutt,CLE,WR,27,16,11,0,0,0,0,0,8,19,2.38,0,94,55,806,14.65,2,2,1,2,,,95,147.5,151.5,120,,47,
121,Duce Staley,PIT,RB,29,10,10,0,0,0,0,0,192,830,4.32,1,12,6,55,9.17,0,3,2,1,,,95,96.5,101.5,93.5,,38,
122,Jermaine Wiggins,MIN,RB,29,14,13,0,0,0,0,0,0,0,,0,92,71,705,9.93,4,1,,4,,,95,165.5,168.5,130,,37,
123,Antowain Smith,TEN,RB,32,13,4,0,0,0,0,0,137,509,3.72,4,26,22,169,7.68,0,2,1,4,,,92,111.8,118.8,100.8,,39,
124,Amos Zereoue,OAK,RB,28,15,6,0,0,0,0,0,112,425,3.79,3,48,39,284,7.28,0,1,1,3,,,89,125.9,132.9,106.4,,40,
125,Steve McNair,TEN,QB,31,8,8,129,215,1343,8,9,23,128,5.57,1,0,0,0,,0,5,3,1,1,,87,82.5,100.5,91.5,,31,
126,Patrick Ramsey,WAS,QB,25,9,7,169,272,1665,10,11,10,19,1.9,0,0,0,0,,0,6,1,0,,,87,84.5,99.5,95.5,,32,
127,Antwaan Randle El,PIT,WR,25,16,7,1,1,10,1,0,8,34,4.25,0,63,43,601,13.98,3,5,2,3,,,86,124.9,129.9,103.4,,48,
128,Cedrick Wilson,SFO,WR,26,15,15,0,0,0,0,0,1,6,6,0,85,47,641,13.64,3,0,,3,,,83,129.7,132.7,106.2,,49,
129,Peerless Price,ATL,WR,28,16,15,1,1,25,0,0,3,34,11.33,0,106,45,575,12.78,3,0,,3,,,80,124.9,127.9,102.4,,50,
130,William Green,CLE,RB,25,15,13,0,0,0,0,0,163,585,3.59,2,22,14,84,6,0,3,2,2,,,79,88.9,93.9,81.9,,41,
131,Daniel Graham,NWE,TE,26,14,14,0,0,0,0,0,0,0,,0,48,30,364,12.13,7,0,,7,,,78,108.4,111.4,93.4,11,8,63
132,Bubba Franks,GNB,TE,26,16,14,0,0,0,0,0,0,0,,0,50,34,361,10.62,7,0,,7,,,78,112.1,115.1,95.1,10,9,64
133,Jabar Gaffney,HOU,WR,24,16,12,0,3,0,0,0,4,30,7.5,0,68,41,632,15.41,2,1,,2,,,78,119.2,122.2,98.7,,51,
134,David Terrell,CHI,WR,25,16,15,0,0,0,0,0,3,10,3.33,0,90,42,699,16.64,1,1,1,1,,,77,116.9,120.9,95.9,,52,
135,Eddie George,DAL,RB,31,13,8,0,0,0,0,0,132,432,3.27,4,13,9,83,9.22,0,3,1,4,,,76,82.5,86.5,78,,42,
136,Amani Toomer,NYG,WR,30,15,14,0,0,0,0,0,0,0,,0,107,51,747,14.65,0,1,1,0,,,75,123.7,127.7,98.2,,53,
137,Joey Galloway,TAM,WR,33,10,7,0,0,0,0,0,2,19,9.5,0,53,33,416,12.61,5,3,,6,,,74,112.5,115.5,96,,55,
138,Dorsey Levens,PHI,RB,34,15,5,0,0,0,0,0,94,410,4.36,4,14,9,92,10.22,0,0,,4,,,74,83.2,86.2,78.7,,43,
139,Todd Pinkston,PHI,WR,27,16,16,0,0,0,0,0,0,0,,0,63,36,676,18.78,1,0,,1,,,74,109.6,112.6,91.6,,54,
140,Dallas Clark,IND,TE,25,15,13,0,0,0,0,0,0,0,,0,39,25,423,16.92,5,2,1,5,,,72,95.3,99.3,82.8,5,10,71
141,Mark Brunell,WAS,QB,34,9,9,118,237,1194,7,6,19,62,3.26,0,0,0,0,,0,6,3,0,,1,72,66,78,72,,33,
142,Marty Booker,MIA,WR,28,15,15,1,1,48,0,0,1,-8,-8,0,105,50,638,12.76,1,0,,1,,,71,120.9,123.9,95.9,,57,
143,Az-Zahir Hakim,DET,WR,27,12,5,0,0,0,0,0,1,0,0,0,57,31,533,17.19,3,0,,3,,,71,102.3,105.3,86.8,,56,
144,Jonathan Wells,HOU,RB,25,16,1,0,0,0,0,0,82,299,3.65,3,16,11,79,7.18,2,1,1,5,1,,70,78.8,82.8,73.3,,44,
145,Jeb Putzier,DEN,TE,25,16,5,0,0,0,0,0,0,0,,0,54,36,572,15.89,2,0,,2,,,69,105.2,108.2,87.2,2,11,74
146,Anquan Boldin,ARI,WR,24,10,9,0,0,0,0,0,1,3,3,0,104,56,623,11.13,1,1,1,1,,,69,122.6,126.6,94.6,,59,
147,Deion Branch,NWE,WR,25,9,9,0,0,0,0,0,0,0,,0,51,35,454,12.97,4,1,1,4,,,69,102.4,106.4,84.9,,58,
148,LaMont Jordan,NYJ,RB,26,16,0,0,1,0,0,1,93,479,5.15,2,16,15,112,7.47,0,1,,2,,,69,84.1,91.1,77.6,,45,
149,L.J. Smith,PHI,TE,24,16,8,0,0,0,0,0,0,0,,0,54,34,377,11.09,5,0,,5,,,68,101.7,104.7,84.7,,12,76
150,Kevin Faulk,NWE,RB,28,11,1,0,0,0,0,0,54,255,4.72,2,30,26,248,9.54,1,2,1,3,,,68,92.3,99.3,79.3,,46,
151,Doug Gabriel,OAK,WR,24,16,5,0,0,0,0,0,2,7,3.5,0,79,33,551,16.7,2,2,2,2,,,68,96.8,101.8,80.3,,60,
152,Chris Cooley,WAS,TE,22,16,9,0,0,0,0,0,0,0,,0,63,37,314,8.49,6,0,,6,,,67,104.4,107.4,85.9,,13,
153,Shaun McDonald,STL,WR,23,16,0,0,0,0,0,0,4,0,0,0,68,37,494,13.35,3,4,2,3,,,67,100.4,105.4,81.9,,61,
154,Marcus Pollard,IND,TE,32,13,13,0,0,0,0,0,0,0,,0,41,29,309,10.66,6,0,,6,,,67,95.9,98.9,81.4,,14,
155,Tatum Bell,DEN,RB,23,14,0,0,0,0,0,0,75,396,5.28,3,7,5,80,16,0,1,1,3,,,66,68.6,72.6,66.1,,49,
156,Tony Fisher,GNB,RB,25,16,0,1,1,8,1,0,65,224,3.45,0,44,38,277,7.29,2,1,,2,,,66,104.4,110.4,85.4,,47,
157,Anthony Thomas,CHI,RB,27,12,2,0,0,0,0,0,122,404,3.31,2,23,17,132,7.76,0,1,1,2,,,66,80.6,87.6,72.1,,48,
158,Jay Fiedler,MIA,QB,33,8,7,101,190,1186,7,8,12,59,4.92,0,0,0,0,,0,9,4,0,,,65,57.3,72.3,65.3,,34,
159,Tyrone Wheatley,OAK,RB,32,8,7,0,0,0,0,0,85,327,3.85,4,15,15,78,5.2,0,0,,4,,,65,79.5,82.5,72,,50,
160,Maurice Hicks,SFO,RB,26,9,2,0,0,0,0,0,96,362,3.77,2,25,16,154,9.63,0,3,3,2,,,64,73.6,82.6,65.6,,52,
161,Travis Minor,MIA,RB,25,11,4,0,0,0,0,0,109,388,3.56,3,27,13,75,5.77,0,0,,3,,,64,77.3,80.3,70.8,,51,
162,Jerome Pathon,NOR,WR,29,15,7,0,0,0,0,0,0,0,,0,67,34,581,17.09,1,1,1,1,,,64,96.1,100.1,79.1,,62,
163,Moe Williams,MIN,RB,30,14,1,0,0,0,0,0,30,161,5.37,3,27,21,233,11.1,1,0,,4,,,63,84.4,90.4,73.9,,53,
164,Bobby Engram,SEA,WR,31,13,7,0,0,0,0,0,0,0,,0,53,36,499,13.86,2,1,1,2,,,62,95.9,99.9,77.9,,63,
165,Mewelde Moore,MIN,RB,22,10,3,0,1,0,0,0,65,379,5.83,0,32,27,238,8.81,0,0,,0,,,62,88.7,94.7,75.2,,54,
166,Koren Robinson,SEA,WR,24,10,8,0,0,0,0,0,1,3,3,0,67,31,495,15.97,2,0,,2,,,62,92.8,95.8,77.3,,64,
167,Steve Heiden,CLE,TE,28,13,13,0,0,0,0,0,0,0,,0,42,28,287,10.25,5,1,1,5,1,,61,86.7,90.7,72.7,,15,
168,Quincy Morgan,2TM,WR,27,15,12,0,0,0,0,0,2,23,11.5,0,68,31,404,13.03,3,1,1,3,,,61,89.7,93.7,74.2,,66,
169,Jerry Rice,2TM,WR,42,17,14,0,0,0,0,0,0,0,,0,64,30,429,14.3,3,0,,3,,,61,90.9,93.9,75.9,,65,
