Rk,Year,Player,Pos,Age,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
96,2003,Chris Brown,RB,21,25,Colorado,College Stats,3-Jun,220,4.46,,,,,,Tennessee Titans / 3rd / 93rd pick / 2003
97,2003,B.J. Askew,RB,22,4,Michigan,College Stats,2-Jun,241,4.6,,,,,,New York Jets / 3rd / 85th pick / 2003
98,2002,Ricky Williams,RB,23,3,Texas Tech,College Stats,7-May,190,4.47,32.5,19,110,,,
99,2002,Brian Westbrook,RB,22,80,Villanova,,8-May,200,4.57,37,26,118,7.09,,Philadelphia Eagles / 3rd / 91st pick / 2002
100,2002,Jonathan Wells,RB,22,10,Ohio State,College Stats,1-Jun,243,4.52,,,,,,Houston Texans / 4th / 99th pick / 2002
101,2002,Chester Taylor,RB,22,47,Toledo,College Stats,11-May,213,4.58,33,22,114,,,Baltimore Ravens / 6th / 207th pick / 2002
102,2002,Travis Stephens,RB,23,0,Tennessee,College Stats,8-May,194,4.6,32,15,121,,,Tampa Bay Buccaneers / 4th / 119th pick / 2002
103,2002,Josh Scobey,RB,22,3,Kansas State,College Stats,11-May,218,4.42,40.5,21,124,6.96,3.93,Arizona Cardinals / 6th / 185th pick / 2002
104,2002,Clinton Portis,RB,20,82,Miami (FL),College Stats,11-May,204,4.42,,,,,,Denver Broncos / 2nd / 51st pick / 2002
105,2002,Adrian Peterson,RB,22,12,Georgia Southern,,10-May,214,4.68,34,14,119,7.59,4.6,Chicago Bears / 6th / 199th pick / 2002
106,2002,Larry Ned,RB,23,0,San Diego State,College Stats,11-May,219,4.62,34.5,15,120,7.12,,Oakland Raiders / 6th / 197th pick / 2002
107,2002,Maurice Morris,RB,22,35,Oregon,College Stats,11-May,208,4.53,38.5,23,119,,,Seattle Seahawks / 2nd / 54th pick / 2002
108,2002,Eric McCoo,RB,21,1,Penn State,College Stats,10-May,214,4.55,32.5,14,112,,,
109,2002,Dameon Hunter,RB,23,0,Utah,College Stats,11-May,219,4.68,30.5,,113,,,
110,2002,Maurice Hicks,RB,23,8,North Carolina A&T,,10-May,200,4.64,,19,,,,
111,2002,Leonard Henry,RB,24,1,East Carolina,College Stats,1-Jun,206,4.57,35,26,113,7.11,4.29,Miami Dolphins / 7th / 241st pick / 2002
112,2002,William Green,RB,22,15,Boston Col.,College Stats,Jun-00,221,4.6,42,27,121,,,Cleveland Browns / 1st / 16th pick / 2002
113,2002,Lamar Gordon,RB,22,9,North Dakota State,,1-Jun,214,4.55,34,16,119,,,St. Louis Rams / 3rd / 84th pick / 2002
114,2002,DeShaun Foster,RB,22,34,UCLA,College Stats,1-Jun,222,4.57,35.5,20,119,6.82,4.16,Carolina Panthers / 2nd / 34th pick / 2002
115,2002,Tony Fisher,RB,22,17,Notre Dame,College Stats,1-Jun,226,4.66,41.5,21,126,7,4.13,
116,2002,T.J. Duckett,RB,21,23,Michigan State,College Stats,Jun-00,254,4.45,,,,,,Atlanta Falcons / 1st / 18th pick / 2002
117,2002,Rock Cartwright,RB,22,11,Kansas State,College Stats,8-May,237,4.47,35,30,116,7.18,4.25,Washington Redskins / 7th / 257th pick / 2002
118,2002,Joe Burns,RB,22,2,Georgia Tech,College Stats,9-May,213,4.81,31,21,105,,,
119,2002,Ladell Betts,RB,22,37,Iowa,College Stats,10-May,220,4.62,38,23,116,7.06,4.06,Washington Redskins / 2nd / 56th pick / 2002
120,2002,Damien Anderson,RB,22,2,Northwestern,College Stats,10-May,211,4.56,33.5,27,112,6.93,4.02,
121,2002,Brian Allen,RB,21,0,Stanford,College Stats,9-May,209,4.46,33,19,112,6.9,4.08,Indianapolis Colts / 6th / 204th pick / 2002
122,2001,Reggie White,RB,21,0,Oklahoma State,College Stats,Jun-00,228,4.58,37.5,17,114,7.48,4.4,
123,2001,LaDainian Tomlinson,RB,21,157,TCU,College Stats,10-May,221,4.46,40.5,18,124,6.84,4.21,San Diego Chargers / 1st / 5th pick / 2001
124,2001,Anthony Thomas,RB,23,29,Michigan,College Stats,2-Jun,229,4.58,32.5,20,115,7.48,4.44,Chicago Bears / 2nd / 38th pick / 2001
125,2001,Marcel Shipp,RB,22,18,Massachusetts,,11-May,222,4.71,32.5,18,115,,,
126,2001,Travis Minor,RB,21,11,Florida State,College Stats,10-May,197,4.44,32,9,115,,,Miami Dolphins / 3rd / 85th pick / 2001
127,2001,Deuce McAllister,RB,22,61,Mississippi,College Stats,1-Jun,222,4.41,,,,,,New Orleans Saints / 1st / 23rd pick / 2001
128,2001,Lamont Jordan,RB,22,35,Maryland,College Stats,10-May,234,4.57,,24,,,,New York Jets / 2nd / 49th pick / 2001
129,2001,Rudi Johnson,RB,21,52,Auburn,College Stats,10-May,227,4.57,37.5,24,119,7.32,4.22,Cincinnati Bengals / 4th / 100th pick / 2001
130,2001,James Jackson,RB,24,9,Miami (FL),College Stats,10-May,210,4.55,,,,,,Cleveland Browns / 3rd / 65th pick / 2001
131,2001,Travis Henry,RB,22,46,Tennessee,College Stats,9-May,223,4.61,,23,,,,Buffalo Bills / 2nd / 58th pick / 2001
132,2001,Derek Combs,RB,22,1,Ohio State,College Stats,Jun-00,193,4.42,35,8,120,6.96,4.07,Oakland Raiders / 7th / 228th pick / 2001
133,2001,Correll Buckhalter,RB,22,32,Nebraska,College Stats,Jun-00,226,4.53,40,11,123,7.08,4.06,Philadelphia Eagles / 4th / 121st pick / 2001
134,2001,Derrick Blaylock,RB,21,12,Stephen F. Austin,,10-May,194,4.36,35.5,18,119,7.05,4.09,Kansas City Chiefs / 5th / 150th pick / 2001
135,2001,Michael Bennett,RB,22,38,Wisconsin,College Stats,9-May,207,4.38,39.5,13,130,,,Minnesota Vikings / 1st / 27th pick / 2001
136,2001,Kevan Barlow,RB,22,39,Pittsburgh,College Stats,1-Jun,235,4.56,,,,,,San Francisco 49ers / 3rd / 80th pick / 2001
137,2001,David Allen,RB,23,1,Kansas State,College Stats,9-May,194,4.62,31,15,111,,,
138,2000,Michael Wiley,RB,22,4,Ohio State,College Stats,11-May,193,4.5,,,,,,Dallas Cowboys / 5th / 144th pick / 2000
139,2000,Shyrone Stith,RB,21,0,Virginia Tech,College Stats,7-May,204,4.6,35,13,111,7.14,4.14,Jacksonville Jaguars / 7th / 243rd pick / 2000
140,2000,J.R. Redmond,RB,22,9,Arizona State,College Stats,11-May,216,4.48,32.5,,121,,,New England Patriots / 3rd / 76th pick / 2000
141,2000,Travis Prentice,RB,23,4,Miami (OH),College Stats,Jun-00,225,4.5,37,23,115,6.92,4.4,Cleveland Browns / 3rd / 63rd pick / 2000
142,2000,Chad Morton,RB,22,10,USC,College Stats,8-May,182,4.5,36,18,121,,,New Orleans Saints / 5th / 166th pick / 2000
143,2000,Frank Moreau,RB,23,1,Louisville,College Stats,1-Jun,231,4.57,36,23,117,,,Kansas City Chiefs / 4th / 115th pick / 2000
144,2000,Rondell Mealey,RB,23,2,LSU,College Stats,Jun-00,212,4.69,33,,120,6.89,4.15,Green Bay Packers / 7th / 252nd pick / 2000
145,2000,Kevin McDougal,RB,22,0,Colorado State,College Stats,11-May,206,4.63,32,,108,7.08,4.12,
146,2000,Jamal Lewis,RB,20,83,Tennessee,College Stats,Jun-00,240,4.58,,23,,,,Baltimore Ravens / 1st / 5th pick / 2000
147,2000,Curtis Keaton,RB,23,0,West Virginia,College Stats,10-May,214,4.41,41.5,23,131,6.82,3.93,Cincinnati Bengals / 4th / 97th pick / 2000
148,2000,Thomas Jones,RB,21,78,Virginia,College Stats,10-May,216,4.45,,,,,,Arizona Cardinals / 1st / 7th pick / 2000
149,2000,Ronney Jenkins,RB,22,3,Northern Arizona,College Stats,10-May,184,4.5,,18,118,,,
150,2000,Marlion Jackson,RB,22,0,Saginaw Valley State,,1-Jun,242,4.6,35.5,24,125,7.15,4.14,
151,2000,Troy Hambrick,RB,23,13,South Carolina,College Stats,Jun-00,237,4.66,34.5,21,118,7.48,4.44,
152,2000,Reuben Droughns,RB,21,29,Oregon,College Stats,11-May,215,4.66,30,13,115,7.34,4.41,Detroit Lions / 3rd / 81st pick / 2000
153,2000,Ron Dayne,RB,21,25,Wisconsin,College Stats,11-May,259,4.65,,,,,,New York Giants / 1st / 11th pick / 2000
154,2000,Doug Chapman,RB,22,3,Marshall,College Stats,10-May,215,4.56,38.5,16,128,6.84,4.2,Minnesota Vikings / 3rd / 88th pick / 2000
155,2000,Trung Canidate,RB,23,11,Arizona,College Stats,11-May,193,4.41,,18,,,,St. Louis Rams / 1st / 31st pick / 2000
156,2000,Shaun Alexander,RB,22,79,Alabama,College Stats,Jun-00,218,4.58,,,,,,Seattle Seahawks / 1st / 19th pick / 2000
