Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt▼,PPR,DKPt,FDPt,VBD,PosRank,OvRank
37,Rashard Mendenhall,PIT,RB,22,16,12,0,0,0,0,0,242,1108,4.58,7,32,25,261,10.44,1,3,3,8,,,185,203.9,212.9,191.4,38,13,41
38,Reggie Wayne*,IND,WR,31,16,16,0,1,0,0,1,0,0,,0,149,100,1264,12.64,10,0,,10,,,184,284.4,288.4,235.4,69,6,17
39,Roddy White*,ATL,WR,28,16,16,0,0,0,0,0,1,2,2,0,165,85,1153,13.56,11,1,,11,,,182,266.5,269.5,224,66,7,18
40,DeAngelo Williams*,CAR,RB,26,13,13,0,0,0,0,0,216,1117,5.17,7,41,29,252,8.69,0,3,3,7,1,,181,203.9,212.9,189.4,34,14,44
41,Sidney Rice*,MIN,WR,23,16,14,0,1,0,0,0,0,0,,0,121,83,1312,15.81,8,1,1,8,,,179,260.2,264.2,218.7,63,8,21
42,Brandon Marshall*,DEN,WR,25,15,13,0,0,0,0,0,7,39,5.57,0,154,101,1120,11.09,10,0,,10,,,176,276.9,279.9,226.4,60,9,22
43,Vernon Davis*,SFO,TE,25,16,16,0,0,0,0,0,0,0,,0,128,78,965,12.37,13,0,,13,,,175,252.5,255.5,213.5,76,1,11
44,Dallas Clark*+,IND,TE,30,16,16,0,0,0,0,0,2,11,5.5,0,133,100,1106,11.06,10,1,,10,,,172,271.7,274.7,221.7,73,2,13
45,Fred Jackson,BUF,WR,28,16,11,1,1,27,1,0,237,1062,4.48,2,61,46,371,8.07,2,4,2,4,,,172,214.4,222.4,191.4,57,10,23
46,Vincent Jackson*,SDG,WR,26,15,15,0,0,0,0,0,3,11,3.67,0,108,68,1167,17.16,9,0,,9,,,172,239.8,242.8,205.8,56,11,24
47,Cedric Benson,CIN,RB,27,13,13,0,0,0,0,0,301,1251,4.16,6,24,17,111,6.53,0,1,,6,,,172,189.2,195.2,180.7,25,15,48
48,Knowshon Moreno,DEN,RB,22,16,9,0,0,0,0,0,247,947,3.83,7,41,28,213,7.61,2,4,4,9,,,170,190,200,176,23,16,52
49,Matt Cassel,KAN,QB,27,15,15,271,493,2924,16,16,50,189,3.78,0,1,0,0,,0,14,4,0,,1,170,161.9,187.9,177.9,,20,
50,Matt Hasselbeck,SEA,QB,34,14,14,293,488,3029,17,17,26,119,4.58,0,0,0,0,,0,11,3,0,,,167,161.1,187.1,178.1,,21,
51,Matt Forte,CHI,RB,24,16,16,0,0,0,0,0,258,929,3.6,4,72,57,471,8.26,0,6,3,4,1,,166,217,226,188.5,19,17,55
52,Antonio Gates*,SDG,TE,29,16,16,0,0,0,0,0,0,0,,0,114,79,1157,14.65,8,1,,8,,,164,242.7,245.7,203.2,65,3,19
53,Steve Smith*,NYG,WR,24,16,15,0,0,0,0,0,0,0,,0,157,107,1220,11.4,7,0,,7,,,164,271,274,217.5,48,12,29
54,Wes Welker*+,NWE,WR,28,14,13,0,0,0,0,0,5,36,7.2,0,162,123,1348,10.96,4,2,,4,,,162,285.4,288.4,223.9,47,13,30
55,Marques Colston,NOR,WR,26,16,14,0,0,0,0,0,1,6,6,0,107,70,1074,15.34,9,2,1,9,,,162,230,234,195,46,14,33
56,Chad Johnson*,CIN,,31,16,15,0,0,0,0,0,3,32,10.67,0,128,72,1047,14.54,9,2,2,9,,,162,229.9,234.9,193.9,46,15,34
57,LaDainian Tomlinson,SDG,RB,30,14,14,0,1,0,0,0,223,730,3.27,12,30,20,154,7.7,0,2,2,12,,,160,176.4,184.4,166.4,14,18,60
58,Pierre Thomas,NOR,RB,25,14,6,0,0,0,0,0,147,793,5.39,6,45,39,302,7.74,2,2,1,8,,,158,194.5,201.5,175,11,19,65
59,Marion Barber,DAL,RB,26,15,15,0,0,0,0,0,214,932,4.36,7,36,26,221,8.5,0,2,2,7,,,157,179.3,187.3,166.3,10,20,66
60,Santonio Holmes,PIT,WR,25,16,16,0,1,0,0,0,3,6,2,0,138,79,1248,15.8,5,0,,5,,,155,234.4,237.4,194.9,40,16,38
61,Hines Ward,PIT,WR,33,16,16,0,0,0,0,0,0,0,,0,137,95,1167,12.28,6,2,1,6,,,153,245.7,249.7,198.2,37,17,43
62,Michael Turner,ATL,RB,27,11,11,0,0,0,0,0,178,871,4.89,10,7,5,35,7,0,4,2,10,,,151,151.6,156.6,149.1,4,21,70
63,Tim Hightower,ARI,RB,23,16,16,0,0,0,0,0,143,598,4.18,8,80,63,428,6.79,0,5,4,8,,,151,205.6,215.6,174.1,4,22,71
64,Jerome Harrison,CLE,RB,26,14,7,0,0,0,0,0,194,862,4.44,5,50,34,220,6.47,2,2,2,7,,,150,180.2,188.2,163.2,3,23,72
65,Willis McGahee,BAL,RB,28,16,1,0,0,0,0,0,109,544,4.99,12,22,15,85,5.67,2,1,1,14,,,147,159.9,163.9,152.4,,24,78
66,Alex Smith,SFO,QB,25,11,10,225,372,2350,18,12,24,51,2.13,0,1,1,-6,-6,0,3,1,0,,,147,145.5,161.5,157,,22,
67,Kevin Smith,DET,RB,23,13,13,0,0,0,0,0,217,747,3.44,4,57,41,415,10.12,1,3,2,5,,,146,183.2,191.2,162.7,,25,
68,Cadillac Williams,TAM,RB,27,16,15,0,0,0,0,0,211,823,3.9,4,39,28,217,7.75,3,1,,7,,,146,174,180,160,,26,
69,Brent Celek,PHI,TE,24,16,15,0,0,0,0,0,0,0,,0,112,76,971,12.78,8,0,,8,,,145,221.1,224.1,183.1,47,4,31
70,Derrick Mason,BAL,WR,35,16,16,0,0,0,0,0,1,2,2,0,134,73,1028,14.08,7,0,,7,,,145,218,221,181.5,29,18,45
71,Steve Smith,CAR,WR,30,15,15,0,0,0,0,0,5,22,4.4,0,129,65,982,15.11,7,1,,7,1,,144,209.4,212.4,176.9,29,19,46
72,Chad Henne,MIA,QB,24,14,13,274,451,2878,12,14,16,32,2,1,0,0,0,,0,4,,1,,,144,144.3,161.3,158.3,,23,
73,Donald Driver,GNB,WR,34,16,16,0,0,0,0,0,1,13,13,0,113,70,1061,15.16,6,2,1,6,,,143,211.4,215.4,176.4,28,20,47
74,Ahmad Bradshaw,NYG,RB,23,15,1,0,0,0,0,0,163,778,4.77,7,30,21,207,9.86,0,3,2,7,,,141,157.5,165.5,147,,27,
75,Vince Young*,TEN,QB,26,12,10,152,259,1879,10,7,55,281,5.11,2,0,0,0,,0,8,2,2,,,141,137.3,152.3,144.3,,24,
76,Laurence Maroney,NWE,RB,24,15,5,0,0,0,0,0,194,757,3.9,9,18,14,99,7.07,0,4,3,9,,,140,147.6,153.6,140.6,,28,
77,Greg Jennings,GNB,WR,26,16,13,0,0,0,0,0,0,0,,0,119,68,1113,16.37,4,0,,4,2,,139,207.3,210.3,173.3,24,21,51
78,Brandon Jacobs,NYG,RB,27,15,15,0,0,0,0,0,224,835,3.73,5,31,18,184,10.22,1,2,1,6,,,138,153.9,160.9,144.9,,29,
79,Mark Sanchez,NYJ,QB,23,15,15,196,364,2444,12,20,36,106,2.94,3,0,0,0,,0,10,3,3,,2,138,132.4,161.4,152.4,,25,
80,Calvin Johnson,DET,WR,24,14,14,0,0,0,0,0,7,73,10.43,0,137,67,984,14.69,5,3,2,5,,,136,198.7,203.7,165.2,20,22,54
81,Beanie Wells,ARI,RB,21,16,0,0,0,0,0,0,176,793,4.51,7,16,12,143,11.92,0,4,2,7,,,136,143.6,151.6,137.6,,30,
82,Robert Meachem,NOR,WR,25,16,7,0,0,0,0,0,6,82,13.67,0,64,45,722,16.04,9,2,1,10,,,134,183.4,187.4,160.9,19,23,56
83,Anquan Boldin,ARI,WR,29,15,15,0,0,0,0,0,3,12,4,1,127,84,1024,12.19,4,3,2,5,,,134,213.6,218.6,171.6,18,24,57
84,Mike Sims-Walker,JAX,WR,25,15,14,0,0,0,0,0,0,0,,0,111,63,869,13.79,7,2,1,7,,,129,189.9,193.9,158.4,13,25,61
85,Percy Harvin*,MIN,WR,21,15,8,0,0,0,0,0,15,135,9,0,91,60,790,13.17,6,1,,8,,,129,200.5,206.5,170.5,13,26,62
86,Ronnie Brown,MIA,RB,28,9,9,2,6,22,1,0,147,648,4.41,8,20,14,98,7,0,1,1,8,,,127,139.5,143.5,132.5,,31,
87,Justin Forsett,SEA,RB,24,16,2,0,0,0,0,0,114,619,5.43,4,57,41,350,8.54,1,4,1,5,,,127,165.9,172.9,145.4,,33,
88,Steve Slaton,HOU,RB,23,11,10,0,0,0,0,0,131,437,3.34,3,55,44,417,9.48,4,7,5,7,,,127,161.4,172.4,139.4,,32,
89,Matthew Stafford,DET,QB,21,10,10,201,377,2267,13,20,20,108,5.4,2,0,0,0,,0,4,1,2,,1,127,125.5,152.5,145.5,,26,
90,Darren Sproles,SDG,RB,26,16,2,0,0,0,0,0,93,343,3.69,3,57,45,497,11.04,4,3,,8,,,126,177,183,154.5,,34,
91,Terrell Owens,BUF,WR,36,16,16,0,0,0,0,0,6,54,9,1,109,55,829,15.07,5,1,,6,,,124,179.3,182.3,151.8,9,27,67
92,Tony Gonzalez,ATL,TE,33,16,16,0,0,0,0,0,0,0,,0,134,83,867,10.45,6,0,,6,,,123,205.7,208.7,164.2,24,5,49
93,Visanthe Shiancoe,MIN,TE,29,16,13,0,0,0,0,0,0,0,,0,79,56,566,10.11,11,0,,11,,,123,178.6,181.6,150.6,24,6,50
94,Kellen Winslow,TAM,TE,26,16,14,0,0,0,0,0,1,7,7,0,127,77,884,11.48,5,0,,5,,,121,196.1,199.1,157.6,23,7,53
95,Reggie Bush,NOR,WR,24,14,8,0,0,0,0,0,70,390,5.57,5,68,47,335,7.13,3,4,2,8,,,121,163.5,171.5,140,5,28,68
96,LeSean McCoy,PHI,RB,21,16,4,0,0,0,0,0,155,637,4.11,4,55,40,308,7.7,0,2,1,4,1,,121,158.5,165.5,138.5,,35,
97,Jason Snelling,ATL,RB,26,14,2,0,0,0,0,0,142,613,4.32,4,39,30,259,8.63,1,2,1,5,,,117,145.2,152.2,130.2,,36,
98,Mike Wallace,PIT,WR,23,16,4,0,0,0,0,0,5,48,9.6,0,72,39,756,19.38,6,1,1,6,,,116,153.4,157.4,133.9,1,29,74
99,Hakeem Nicks,NYG,WR,21,14,6,0,0,0,0,0,2,8,4,0,74,47,790,16.81,6,2,,6,,,116,162.8,165.8,139.3,,30,77
100,Jason Witten*,DAL,TE,27,16,16,0,0,0,0,0,0,0,,0,124,94,1030,10.96,2,0,,2,,,115,209,212,162,17,8,58
101,Heath Miller*,PIT,TE,27,16,16,0,0,0,0,0,0,0,,0,98,76,789,10.38,6,2,,6,,,115,190.9,193.9,152.9,16,9,59
102,Julius Jones,SEA,RB,28,14,14,0,0,0,0,0,177,663,3.75,2,43,35,232,6.63,2,0,,4,,,114,148.5,154.5,131,,37,
103,Mario Manningham,NYG,WR,23,14,10,0,0,0,0,0,0,0,,0,99,57,822,14.42,5,1,1,5,,,112,167.2,171.2,138.7,,31,
104,Austin Collie,IND,WR,24,16,5,0,0,0,0,0,2,1,0.5,0,89,60,676,11.27,7,0,,7,,,110,169.7,172.7,139.7,,32,
105,Greg Olsen,CHI,TE,24,16,15,0,0,0,0,0,0,0,,0,108,60,612,10.2,8,0,,8,,,109,169.2,172.2,139.2,11,10,64
106,T.J. Houshmandzadeh,SEA,WR,32,16,16,0,0,0,0,0,0,0,,0,135,79,911,11.53,3,2,1,3,,,109,186.1,190.1,146.6,,33,
107,Santana Moss,WAS,WR,30,16,16,0,0,0,0,0,2,8,4,0,120,70,902,12.89,3,2,1,3,,,109,177,181,142,,34,
108,Jerricho Cotchery,NYJ,WR,27,14,12,0,0,0,0,0,2,7,3.5,1,96,57,821,14.4,3,1,,4,,,107,163.8,166.8,135.3,,35,
109,Chris Chambers,2TM,WR,31,16,14,0,0,0,0,0,0,0,,0,92,45,730,16.22,5,0,,5,,,103,148,151,125.5,,37,
110,Lee Evans,BUF,WR,28,16,16,0,0,0,0,0,0,0,,0,96,44,612,13.91,7,0,,7,,,103,147.2,150.2,125.2,,36,
111,Pierre Garcon,IND,WR,23,14,13,0,0,0,0,0,2,10,5,0,92,47,765,16.28,4,1,,4,,,102,148.5,151.5,125,,39,
112,Roy Williams,DAL,WR,28,15,13,0,0,0,0,0,0,0,,0,86,38,596,15.68,7,1,1,7,,,102,137.6,141.6,118.6,,38,
113,Jeremy Maclin,PHI,WR,21,15,13,0,0,0,0,0,2,-7,-3.5,0,91,56,773,13.8,4,0,,4,,,101,156.6,159.6,128.6,,40,
114,Nate Burleson,SEA,WR,28,13,12,0,0,0,0,0,2,4,2,0,103,63,812,12.89,3,3,2,3,,,100,158.6,163.6,127.1,,41,
115,Josh Freeman,TAM,QB,21,10,9,158,290,1855,10,18,30,161,5.37,0,1,0,1,,0,10,1,0,1,1,100,96.4,121.4,114.4,,27,
116,John Carlson,SEA,TE,25,16,16,0,0,0,0,0,0,0,,0,83,51,574,11.25,7,0,,7,,,99,150.4,153.4,124.9,1,11,73
117,Zach Miller,OAK,TE,24,15,15,0,0,0,0,0,0,0,,0,99,66,805,12.2,3,0,,3,,,99,164.5,167.5,131.5,,12,75
118,Jermichael Finley,GNB,TE,22,13,10,0,0,0,0,0,0,0,,0,72,55,676,12.29,5,1,1,5,,,98,150.6,154.6,123.1,,13,
119,Felix Jones,DAL,RB,22,14,1,0,0,0,0,0,116,685,5.91,3,22,19,119,6.26,0,3,2,3,,,98,113.4,121.4,103.9,,38,
120,Mike Bell,NOR,RB,26,13,3,0,0,0,0,0,172,654,3.8,5,4,4,12,3,0,2,2,5,,,97,96.6,101.6,94.6,,39,
121,Todd Heap,BAL,TE,29,16,16,0,0,0,0,0,1,2,2,0,75,53,593,11.19,6,1,,6,,,96,148.5,151.5,122,,14,
122,Patrick Crayton,DAL,WR,30,16,6,0,0,0,0,0,4,28,7,0,67,37,622,16.81,5,4,1,7,,,95,142,146,123.5,,42,
123,Steve Breaston,ARI,WR,26,15,6,0,0,0,0,0,2,44,22,0,82,55,712,12.95,3,2,1,3,,,94,146.6,150.6,119.1,,47,
124,Correll Buckhalter,DEN,RB,31,14,7,0,0,0,0,0,120,642,5.35,1,38,31,240,7.74,0,3,2,1,,,94,121.2,129.2,105.7,,40,
125,Braylon Edwards,2TM,WR,26,16,15,0,1,0,0,0,0,0,,0,95,45,680,15.11,4,1,1,4,1,,94,137,141,114.5,,44,
126,Devery Henderson,NOR,WR,27,16,11,0,0,0,0,0,4,13,3.25,0,83,51,804,15.76,2,0,,2,,,94,144.7,147.7,119.2,,45,
127,Devin Hester,CHI,WR,27,13,12,0,0,0,0,0,6,-1,-0.17,0,91,57,757,13.28,3,3,1,3,,,94,148.6,152.6,120.1,,46,
128,Nate Washington,TEN,WR,26,16,15,0,0,0,0,0,2,15,7.5,0,95,47,569,12.11,6,1,,6,,,94,141.4,144.4,117.9,,43,
129,Ryan Fitzpatrick,BUF,QB,27,10,8,127,227,1422,9,10,31,141,4.55,1,0,0,0,,0,3,2,1,,,93,89,107,99,,28,
130,Donnie Avery,STL,WR,25,16,16,0,0,0,0,0,4,30,7.5,0,97,47,589,12.53,5,2,2,5,,,92,134.9,139.9,111.4,,48,
131,Davone Bess,MIA,WR,24,16,2,0,0,0,0,0,2,11,5.5,0,113,76,758,9.97,2,6,3,2,,,89,158.9,164.9,120.9,,49,
132,Brady Quinn,CLE,QB,25,10,9,136,256,1339,8,7,20,98,4.9,1,1,1,18,18,0,4,3,1,,,89,84.2,97.2,90.7,,29,
133,Kevin Boss,NYG,TE,25,15,15,0,0,0,0,0,1,16,16,0,69,42,567,13.5,5,0,,5,,,88,130.3,133.3,109.3,,15,
134,Kenny Britt,TEN,WR,21,16,6,0,0,0,0,0,0,0,,0,75,42,701,16.69,3,1,1,3,,,88,128.1,132.1,107.1,,50,
135,Michael Bush,OAK,RB,25,16,7,0,1,0,0,0,123,589,4.79,3,19,17,105,6.18,0,2,2,3,,,87,100.4,108.4,91.9,,41,
136,Fred Davis,WAS,TE,23,16,10,0,0,0,0,0,0,0,,0,76,48,509,10.6,6,0,,6,,,87,134.9,137.9,110.9,,16,
137,Earl Bennett,CHI,WR,22,16,15,0,0,0,0,0,0,0,,0,88,54,717,13.28,2,2,,3,1,,86,145.7,148.7,118.7,,52,
138,Bernard Berrian,MIN,WR,29,16,15,0,0,0,0,0,0,0,,0,92,55,618,11.24,4,0,,4,,,86,140.8,143.8,113.3,,51,
139,Jake Delhomme,CAR,QB,34,11,11,178,321,2015,8,18,17,60,3.53,0,0,0,0,,0,6,3,0,,1,85,78.6,102.6,96.6,,30,
140,Jabar Gaffney,DEN,WR,29,16,7,0,0,0,0,0,0,0,,0,87,54,732,13.56,2,0,,2,,,85,139.2,142.2,112.2,,53,
141,Chester Taylor,MIN,RB,30,16,0,0,0,0,0,0,94,338,3.6,1,59,44,389,8.84,1,2,,2,,,85,128.7,134.7,106.7,,42,
142,Antonio Bryant,TAM,WR,28,13,11,0,0,0,0,0,0,0,,0,86,39,600,15.38,4,0,,4,,,84,123,126,103.5,,54,
143,Malcom Floyd,SDG,WR,28,16,9,0,0,0,0,0,0,0,,0,76,45,776,17.24,1,0,,1,,,84,128.6,131.6,106.1,,55,
144,Dwayne Bowe,KAN,WR,25,11,9,0,0,0,0,0,0,0,,0,87,47,589,12.53,4,1,,4,,,83,129.9,132.9,106.4,,56,
145,Johnny Knox*,CHI,WR,23,15,0,0,0,0,0,0,0,0,,0,80,45,527,11.71,5,3,2,6,,,83,129.7,134.7,107.2,,57,
146,Laveranues Coles,CIN,WR,32,16,13,0,0,0,0,0,2,10,5,0,77,43,514,11.95,5,0,,5,,,82,125.4,128.4,103.9,,58,
147,Owen Daniels,HOU,TE,27,8,8,0,0,0,0,0,0,0,,0,58,40,519,12.98,5,1,,5,,,82,121.9,124.9,101.9,,17,
148,Kevin Faulk,NWE,RB,33,15,7,0,0,0,0,0,62,335,5.4,2,53,37,301,8.14,1,1,1,3,,,82,116.6,123.6,98.1,,43,
149,Jacoby Jones,HOU,WR,25,14,1,0,0,0,0,0,3,22,7.33,0,40,27,437,16.19,6,2,,7,,,82,114.9,117.9,101.4,,59,
150,Mohamed Massaquoi,CLE,WR,23,16,11,0,0,0,0,0,1,-3,-3,0,95,34,624,18.35,3,1,1,3,,,80,112.1,116.1,95.1,,60,
151,Ryan Moats,HOU,RB,27,14,2,0,0,0,0,0,101,390,3.86,4,15,13,106,8.15,1,3,1,5,,,80,90.6,97.6,84.1,,44,
152,Jason Avant,PHI,WR,26,16,9,0,0,0,0,0,0,0,,0,58,41,587,14.32,3,1,,3,1,,79,119.7,122.7,99.2,,62,
153,Louis Murphy,OAK,WR,22,16,9,0,0,0,0,0,6,31,5.17,0,96,34,521,15.32,4,0,,4,,,79,113.2,116.2,96.2,,61,
154,Justin Fargas,OAK,RB,29,12,4,0,0,0,0,0,129,491,3.81,3,21,17,113,6.65,0,1,,3,,,78,95.4,101.4,86.9,,45,
155,Brian Hartline,MIA,WR,23,16,2,0,0,0,0,0,4,29,7.25,1,56,31,506,16.32,3,0,,4,,,78,108.5,111.5,93,,63,
156,Josh Morgan,SFO,WR,24,16,15,0,0,0,0,0,5,61,12.2,0,80,52,527,10.13,3,0,,3,,,77,128.8,131.8,102.8,,64,
157,Kevin Walter,HOU,WR,28,14,14,0,0,0,0,0,4,26,6.5,0,70,53,611,11.53,2,0,,2,,,76,128.7,131.7,102.2,,65,
158,Michael Crabtree,SFO,WR,22,11,11,0,0,0,0,0,0,0,,0,86,48,625,13.02,2,1,1,2,,,75,120.5,124.5,96.5,,66,
159,Marshawn Lynch,BUF,RB,23,13,6,0,0,0,0,0,120,450,3.75,2,37,28,179,6.39,0,3,1,2,,,75,100.9,107.9,86.9,,46,
160,Jeremy Shockey,NOR,TE,29,13,12,0,0,0,0,0,0,0,,0,67,48,569,11.85,3,0,,3,,,75,122.9,125.9,98.9,,18,
161,James Jones,GNB,WR,25,16,3,0,0,0,0,0,0,0,,0,62,32,440,13.75,5,0,,5,,,74,106,109,90,,67,
162,Derrick Ward,TAM,RB,29,14,1,0,0,0,0,0,114,409,3.59,1,24,20,150,7.5,2,0,,3,,,74,93.9,99.9,83.9,,47,
163,Maurice Morris,DET,RB,30,14,3,0,0,0,0,0,93,384,4.13,2,38,26,210,8.08,0,1,,2,1,,73,99.4,105.4,86.4,,48,
164,Torry Holt,JAX,WR,33,15,12,0,0,0,0,0,0,0,,0,103,51,722,14.16,0,1,1,0,,,72,121.2,125.2,95.7,,68,
165,Michael Jenkins,ATL,WR,27,15,9,0,0,0,0,0,0,0,,0,90,50,635,12.7,1,0,,1,,,70,119.5,122.5,94.5,,69,
166,Matt Moore,CAR,QB,25,7,5,85,138,1053,8,2,12,-3,-0.25,0,0,0,0,,0,2,,0,,,70,69.8,74.8,71.8,,31,
167,Ben Watson,NWE,TE,29,16,7,0,0,0,0,0,0,0,,0,41,29,404,13.93,5,0,,5,,,70,99.4,102.4,84.9,,19,
168,Leonard Weaver*+,PHI,RB,27,16,8,0,0,0,0,0,70,323,4.61,2,26,15,140,9.33,2,0,,4,,,70,85.3,91.3,77.8,,49,
169,Marc Bulger,STL,QB,32,9,8,140,247,1469,5,6,8,22,2.75,0,0,0,0,,0,6,1,0,,,69,67,77,73,,33,
170,Bruce Gradkowski,OAK,QB,26,7,4,82,150,1007,6,3,18,108,6,0,0,0,0,,0,5,2,0,,,69,65.1,76.1,68.1,,32,
