Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt▼,PPR,DKPt,FDPt,VBD,PosRank,OvRank
18,Jay Fiedler,MIA,QB,30,16,16,273,450,3290,20,19,73,321,4.4,4,0,0,0,,0,6,4,4,,,230,221.7,250.7,240.7,20,10,49
19,LaDainian Tomlinson,SDG,RB,22,16,16,0,0,0,0,0,339,1236,3.65,10,74,59,367,6.22,0,8,5,10,,,220,269.3,280.3,239.8,85,7,11
20,Ricky Williams,NOR,RB,24,16,16,0,0,0,0,0,313,1245,3.98,6,88,60,511,8.52,1,8,6,7,,,218,265.6,277.6,235.6,83,8,12
21,Antowain Smith,NWE,RB,29,16,15,0,0,0,0,0,287,1157,4.03,12,28,19,192,10.11,1,4,4,13,,,213,223.9,233.9,214.4,78,9,14
22,Mark Brunell,JAX,QB,31,15,15,289,473,3309,19,13,39,224,5.74,1,0,0,0,,0,8,3,1,,1,213,206.8,228.8,219.8,3,11,72
23,David Boston*+,ARI,WR,23,16,15,0,0,0,0,0,5,35,7,0,175,98,1598,16.31,8,1,1,8,,,211,307.3,311.3,258.3,82,3,13
24,Daunte Culpepper,MIN,QB,24,11,11,235,366,2612,14,13,71,416,5.86,5,1,1,0,0,0,16,6,5,3,1,210,203.1,228.1,215.6,,12,
25,Jake Plummer,ARI,QB,27,16,16,304,525,3653,18,14,35,163,4.66,0,0,0,0,,0,8,3,0,1,,206,202.4,225.4,216.4,,13,
26,Rod Smith*,DEN,WR,31,15,14,0,0,0,0,0,3,27,9,0,172,113,1343,11.88,11,1,,11,1,,205,318,321,261.5,76,4,15
27,Kerry Collins,NYG,QB,29,16,16,327,568,3764,19,16,39,73,1.87,0,1,1,-2,-2,0,23,6,0,,,202,190.7,215.7,206.2,,14,
28,Brad Johnson,TAM,QB,33,16,16,340,559,3406,13,11,39,120,3.08,3,0,0,0,,0,4,2,3,,2,200,196.2,215.2,207.2,,15,
29,Stephen Davis,WAS,RB,27,16,16,0,0,0,0,0,356,1432,4.02,5,37,28,205,7.32,0,6,3,5,1,,196,217.7,226.7,203.7,61,10,18
30,Brian Griese,DEN,QB,26,15,15,275,451,2827,23,19,50,173,3.46,1,1,1,-6,-6,0,7,1,1,,2,194,192.8,218.8,211.3,,16,
31,Trent Green,KAN,QB,31,16,16,296,523,3783,17,24,35,158,4.51,0,1,1,1,1,0,11,4,0,1,2,193,186.2,220.2,209.7,,17,
32,Randy Moss,MIN,WR,24,16,16,1,1,29,0,0,3,38,12.67,0,154,82,1233,15.04,10,0,,10,,,188,270.3,273.3,229.3,59,5,19
33,Doug Flutie,SDG,QB,39,16,16,294,521,3464,15,18,53,192,3.62,1,0,0,0,,0,7,2,1,,,188,183.8,209.8,201.8,,18,
34,Dominic Rhodes,IND,RB,22,15,10,0,0,0,0,0,233,1104,4.74,9,55,34,224,6.59,0,6,6,10,,,187,214.8,226.8,197.8,52,11,25
35,Jimmy Smith*,JAX,WR,32,16,16,0,0,0,0,0,1,-3,-3,0,176,112,1373,12.26,8,1,,8,,,185,297,300,241,56,6,23
36,Garrison Hearst*,SFO,RB,30,16,16,0,0,0,0,0,252,1206,4.79,4,55,41,347,8.46,1,1,1,5,,,185,224.3,231.3,203.8,50,12,27
37,Joe Horn*,NOR,WR,29,16,16,0,1,0,0,0,1,4,4,0,156,83,1265,15.24,9,1,,9,,,181,263.9,266.9,222.4,52,7,26
38,Anthony Thomas,CHI,RB,24,14,10,0,0,0,0,0,278,1183,4.26,7,30,22,178,8.09,0,0,,7,1,,180,202.1,208.1,191.1,45,13,32
39,Torry Holt*,STL,WR,25,16,14,0,0,0,0,0,2,0,0,0,133,81,1363,16.83,7,2,,7,,,178,259.3,262.3,218.8,49,8,28
40,Tim Brown*,OAK,WR,35,16,16,0,0,0,0,0,4,39,9.75,0,140,91,1165,12.8,9,1,1,10,,,174,269.4,273.4,223.9,45,9,31
41,Chris Weinke,CAR,QB,29,15,15,293,540,2931,11,19,37,128,3.46,6,0,0,0,,0,11,2,6,,,172,168,195,187,,19,
42,Derrick Mason,TEN,WR,27,15,15,0,0,0,0,0,0,0,,0,113,73,1128,15.45,9,2,1,10,1,,169,245.8,249.8,209.3,40,10,33
43,Jerry Rice,OAK,WR,39,16,15,0,0,0,0,0,0,0,,0,125,83,1139,13.72,9,1,,9,,,168,250.9,253.9,209.4,39,11,34
44,Lamar Smith,MIA,RB,31,16,16,0,0,0,0,0,313,968,3.09,6,35,30,234,7.8,2,6,5,8,,,168,188.2,199.2,173.2,33,14,37
45,Tiki Barber,NYG,RB,26,14,9,0,0,0,0,0,166,865,5.21,4,98,72,577,8.01,0,8,2,4,1,,168,238.2,246.2,202.2,33,15,38
46,Tom Brady*,NWE,QB,24,15,14,264,413,2843,18,12,36,43,1.19,0,1,1,23,23,0,12,3,0,,,168,163.3,181.3,174.8,,20,
47,Curtis Conway,SDG,WR,30,16,16,0,0,0,0,0,7,116,16.57,1,126,71,1125,15.85,6,1,1,7,,,166,235.1,242.1,199.6,37,12,35
48,Kevin Johnson,CLE,WR,25,16,16,0,0,0,0,0,0,0,,0,129,84,1097,13.06,9,2,,9,,,164,247.7,250.7,205.7,35,13,36
49,Stacey Mack,JAX,RB,26,16,11,0,0,0,0,0,213,877,4.12,9,34,23,165,7.17,1,3,1,10,,,164,185.2,192.2,173.7,29,16,42
50,Charlie Garner,OAK,RB,29,16,16,0,0,0,0,0,211,839,3.98,1,91,72,578,8.03,2,2,2,3,,,162,227.7,235.7,191.7,27,17,44
51,Marty Booker,CHI,WR,25,16,16,1,2,34,1,0,4,8,2,0,157,100,1071,10.71,8,2,1,8,,,161,259.3,263.3,209.3,32,14,39
52,Mike Alstott*,TAM,RB,28,16,16,0,0,0,0,0,165,680,4.12,10,50,35,231,6.6,1,2,2,11,2,,161,192.1,200.1,174.6,26,18,45
53,Chris Chandler,ATL,QB,36,14,14,223,365,2847,16,14,25,84,3.36,0,0,0,0,,0,8,1,0,,1,160,158.3,176.3,172.3,,21,
54,Troy Brown*,NWE,WR,30,16,13,0,0,0,0,0,11,91,8.27,0,142,101,1199,11.87,5,2,1,7,,,159,270,274,219.5,30,15,41
55,Tim Couch,CLE,QB,24,16,16,272,454,3040,17,21,38,128,3.37,0,1,1,-10,-10,0,9,3,0,,,159,154.4,184.4,174.9,,22,
56,Darrell Jackson,SEA,WR,23,16,16,0,0,0,0,0,1,9,9,0,132,70,1081,15.44,8,0,,8,,,157,227,230,192,28,16,43
57,Elvis Grbac,BAL,QB,31,14,14,265,467,3033,15,18,21,18,0.86,1,0,0,0,,0,9,5,1,,,153,143.1,169.1,161.1,,23,
58,Eddie George,TEN,RB,28,16,16,0,0,0,0,0,315,939,2.98,5,51,37,279,7.54,0,8,6,5,,,152,176.8,188.8,158.3,17,19,54
59,Qadry Ismail,BAL,WR,31,16,15,0,0,0,0,0,0,0,,0,134,74,1059,14.31,7,1,1,7,1,,150,221.9,225.9,184.9,21,17,46
60,Keenan McCardell,JAX,WR,31,16,16,0,0,0,0,0,0,0,,0,145,93,1110,11.94,6,1,1,6,1,,149,240,244,193.5,20,18,47
61,Isaac Bruce*,STL,WR,29,16,16,0,0,0,0,0,4,23,5.75,0,103,64,1106,17.28,6,4,2,6,,,149,208.9,213.9,176.9,20,19,48
62,Jon Kitna,CIN,QB,29,16,15,313,581,3216,12,22,27,73,2.7,1,0,0,0,,0,13,4,1,,1,148,139.9,168.9,161.9,,24,
63,Duce Staley,PHI,RB,26,13,10,0,0,0,0,0,166,604,3.64,2,91,63,626,9.94,2,3,1,4,,,147,208,215,176.5,12,20,55
64,Bill Schroeder,GNB,WR,30,14,14,0,0,0,0,0,1,6,6,0,93,53,918,17.32,9,1,,9,,,146,199.4,202.4,172.9,17,20,52
65,Tony Banks,WAS,QB,28,15,14,198,370,2386,10,10,47,152,3.23,2,0,0,0,,0,10,4,2,,1,145,136.6,156.6,146.6,,25,
66,Vinny Testaverde,NYJ,QB,38,16,16,260,441,2752,15,14,31,25,0.81,0,0,0,0,,0,12,2,0,,,145,140.6,159.6,154.6,,26,
67,Peerless Price,BUF,WR,25,16,16,0,0,0,0,0,6,97,16.17,0,111,55,895,16.27,7,2,1,7,,,141,194.2,198.2,166.7,12,21,56
68,Jerome Bettis*,PIT,RB,29,11,11,1,2,32,1,0,225,1072,4.76,4,10,8,48,6,0,3,,4,,,141,149.3,152.3,145.3,6,21,67
69,Michael Pittman,ARI,RB,26,15,14,0,0,0,0,0,241,846,3.51,5,66,42,264,6.29,0,5,2,5,,,141,179,187,158,6,22,68
70,Johnnie Morton,DET,WR,30,16,16,0,0,0,0,0,1,6,6,0,144,77,1154,14.99,4,1,1,4,,,140,215,219,176.5,11,22,58
71,Laveranues Coles,NYJ,WR,24,16,16,0,0,0,0,0,10,108,10.8,0,102,59,868,14.71,7,1,,7,,,140,198.6,204.6,169.1,10,23,59
72,James Thrash,PHI,WR,26,15,15,0,0,0,0,0,6,57,9.5,0,108,63,833,13.22,8,1,1,8,,,137,198,202,166.5,8,24,62
73,Plaxico Burress,PIT,WR,24,16,16,0,0,0,0,0,0,0,,0,120,66,1008,15.27,6,1,,6,,,137,202.8,205.8,169.8,8,25,64
74,Willie Jackson,NOR,WR,30,16,16,0,0,0,0,0,0,0,,0,135,81,1046,12.91,5,0,,5,1,,137,217.6,220.6,177.1,7,26,65
75,Amani Toomer,NYG,WR,27,16,14,0,0,0,0,0,3,8,2.67,0,141,72,1054,14.64,5,2,,5,,,136,208.2,211.2,172.2,7,27,66
76,Warrick Dunn,TAM,RB,26,13,12,0,0,0,0,0,158,447,2.83,3,97,68,557,8.19,3,2,2,6,,,136,200.4,208.4,166.4,1,23,74
77,Maurice Smith,ATL,RB,25,16,12,0,0,0,0,0,237,760,3.21,5,27,19,230,12.11,1,1,1,6,,,135,152,159,142.5,,24,77
78,Keyshawn Johnson*,TAM,WR,29,15,15,0,0,0,0,0,0,0,,0,180,106,1266,11.94,1,2,1,1,,,133,236.6,240.6,183.6,3,28,69
79,Hines Ward*,PIT,WR,25,16,16,0,1,0,0,0,10,83,8.3,0,145,94,1003,10.67,4,1,1,4,,,133,224.6,228.6,177.6,3,29,70
80,Tony Gonzalez*+,KAN,TE,25,16,16,1,1,40,0,0,1,9,9,0,118,73,917,12.56,6,0,,6,1,,132,205.2,208.2,168.7,57,1,21
81,Emmitt Smith,DAL,RB,32,14,14,0,0,0,0,0,261,1021,3.91,3,21,17,116,6.82,0,1,1,3,,,132,146.7,153.7,138.2,,25,
82,Chris Chambers,MIA,WR,23,16,7,0,0,0,0,0,1,-11,-11,0,90,48,883,18.4,7,2,,7,,,129,177.2,180.2,153.2,,30,78
83,Kevin Dyson,TEN,WR,26,16,16,0,0,0,0,0,0,0,,0,112,54,825,15.28,7,0,,7,1,,127,180.5,183.5,153.5,,31,
84,Charlie Batch,DET,QB,27,10,9,198,341,2392,12,12,12,45,3.75,0,0,0,0,,0,6,4,0,,1,126,118.2,137.2,130.2,,27,
85,Cris Carter,MIN,WR,36,16,16,0,0,0,0,0,1,4,4,0,130,73,871,11.93,6,2,2,6,,,124,192.5,197.5,156,,32,
86,Jamel White,CLE,RB,24,16,7,0,0,0,0,0,126,443,3.52,5,60,44,418,9.5,1,1,1,6,1,,124,166.1,173.1,144.1,,26,
87,Eric Moulds,BUF,WR,28,16,16,0,0,0,0,0,3,3,1,0,135,67,904,13.49,5,1,1,5,1,,123,187.7,191.7,154.2,,33,
88,Marcus Pollard,IND,TE,29,16,16,0,0,0,0,0,0,0,,0,73,47,739,15.72,8,0,,8,,,122,168.9,171.9,145.4,47,2,30
89,Jim Miller,CHI,QB,30,14,13,228,395,2299,13,10,29,-19,-0.66,0,0,0,0,,0,7,3,0,,,122,116.1,132.1,126.1,,28,
90,Ron Dayne,NYG,RB,23,16,7,0,0,0,0,0,180,690,3.83,7,11,8,67,8.38,0,2,1,7,1,,120,125.7,129.7,121.7,,27,
91,Antonio Freeman,GNB,WR,29,16,16,0,0,0,0,0,1,-5,-5,0,108,52,818,15.73,6,1,,6,1,,119,171.3,174.3,145.3,,34,
92,David Patten,NWE,WR,27,16,14,1,2,60,1,1,5,67,13.4,1,94,51,749,14.69,4,1,,5,,,116,167,171,142.5,,35,
93,Travis Henry,BUF,RB,23,13,12,0,0,0,0,0,213,729,3.42,4,27,22,179,8.14,0,5,2,4,,,115,132.8,140.8,121.8,,28,
94,Alex Van Pelt,BUF,QB,31,12,8,178,307,2056,12,11,12,33,2.75,0,0,0,0,,0,5,1,0,,1,114,111.5,126.5,122.5,,29,
95,Jeff Graham,SDG,WR,32,14,11,0,0,0,0,0,0,0,,0,110,52,811,15.6,5,1,1,5,,,111,161.1,165.1,135.1,,36,
96,Michael Bennett,MIN,RB,23,13,13,0,0,0,0,0,172,682,3.97,2,38,29,226,7.79,1,0,,3,,,109,137.8,143.8,123.3,,29,
97,Matt Hasselbeck,SEA,QB,26,13,12,176,321,2023,7,8,40,141,3.53,0,0,0,0,,0,6,2,0,,,107,103,119,111,,30,
98,Kevan Barlow,SFO,RB,22,15,0,0,0,0,0,0,125,512,4.1,4,28,22,247,11.23,1,1,,5,,,106,127.9,133.9,116.9,,30,
99,Edgerrin James,IND,RB,23,6,6,0,0,0,0,0,151,662,4.38,3,29,24,193,8.04,0,3,2,3,1,,106,125.5,133.5,113.5,,31,
100,James Stewart,DET,RB,30,11,10,0,0,0,0,0,143,685,4.79,1,26,23,242,10.52,1,0,,2,,,105,127.7,133.7,116.2,,32,
101,Ike Hilliard,NYG,WR,25,14,10,0,0,0,0,0,1,21,21,0,88,52,659,12.67,6,0,,6,,,104,156,159,130,,37,
102,Larry Centers*,BUF,RB,33,16,13,0,0,0,0,0,34,160,4.71,2,105,80,620,7.75,2,2,1,4,,,102,180,187,140,,33,
103,J.J. Stokes,SFO,WR,29,16,16,0,0,0,0,0,0,0,,0,90,54,585,10.83,7,0,,7,,,101,154.5,157.5,127.5,,38,
104,Rod Gardner,WAS,WR,24,16,16,0,0,0,0,0,1,16,16,0,101,46,741,16.11,4,1,1,4,,,100,143.7,147.7,120.7,,39,
105,Rocket Ismail,DAL,WR,32,14,13,0,0,0,0,0,8,31,3.88,0,93,53,834,15.74,2,0,,2,,,99,151.5,154.5,125,,40,
106,Mike Anderson,DEN,RB,28,16,7,0,0,0,0,0,175,678,3.87,4,12,8,46,5.75,0,1,1,4,1,,98,104.4,108.4,100.4,,34,
107,Trung Canidate,STL,RB,24,16,2,0,0,0,0,0,78,441,5.65,6,23,17,154,9.06,0,3,3,6,,,96,106.5,115.5,98,,35,
108,Richard Huntley,CAR,RB,29,14,9,0,1,0,0,0,165,665,4.03,2,32,21,101,4.81,1,3,2,3,,,95,111.6,119.6,101.1,,36,
109,Rob Johnson,BUF,QB,28,8,8,134,216,1465,5,7,36,241,6.69,1,0,0,0,,0,6,4,1,,,95,86.7,103.7,93.7,,31,
110,Darnay Scott,CIN,WR,29,16,15,0,0,0,0,0,0,0,,0,103,57,819,14.37,2,0,,2,,,94,150.9,153.9,122.4,,41,
111,Shannon Sharpe*,BAL,TE,33,16,15,0,0,0,0,0,0,0,,0,114,73,811,11.11,2,1,1,2,,,93,164.1,168.1,127.6,18,3,50
112,Desmond Clark,DEN,,24,16,4,0,0,0,0,0,0,0,,0,76,51,566,11.1,6,3,,6,,,93,143.6,146.6,118.1,17,4,51
113,Frank Wycheck,TEN,TE,30,16,16,1,1,21,0,0,1,1,1,0,84,60,672,11.2,4,0,,4,,,92,152.1,155.1,122.1,17,5,53
114,Bob Christian,ATL,RB,33,16,8,0,0,0,0,0,44,284,6.45,2,60,45,392,8.71,2,0,,4,,,92,136.6,142.6,114.1,,37,
115,Terry Allen,BAL,RB,33,11,8,0,0,0,0,0,168,658,3.92,3,20,17,68,4,0,1,1,3,,,91,105.6,109.6,97.1,,38,
116,Joey Galloway,DAL,WR,30,16,16,1,1,-1,0,0,3,32,10.67,0,112,52,699,13.44,3,1,,3,,,91,143.1,146.1,117.1,,43,
117,Michael Westbrook,WAS,WR,29,16,16,0,0,0,0,0,2,8,4,0,91,57,664,11.65,4,0,,4,,,91,148.2,151.2,119.7,,42,
118,Jason Brookins,BAL,RB,25,12,3,0,0,0,0,0,151,551,3.65,5,9,6,45,7.5,0,3,1,5,,,90,93.6,97.6,90.6,,39,
119,James McKnight,MIA,WR,29,16,15,0,0,0,0,0,6,39,6.5,0,90,55,684,12.44,3,3,3,3,1,,90,141.3,147.3,113.8,,44,
120,Joe Jurevicius,NYG,WR,27,14,9,0,0,0,0,0,0,0,,0,92,51,706,13.84,3,0,,3,,,89,139.6,142.6,114.1,,46,
121,Ricky Proehl,STL,WR,33,16,2,0,0,0,0,0,1,5,5,0,55,40,563,14.08,5,0,,5,1,,89,128.8,131.8,108.8,,45,
122,Tony Richardson,KAN,RB,30,14,8,0,0,0,0,0,66,191,2.89,7,40,30,265,8.83,0,0,,7,,,88,117.6,123.6,102.6,,40,
123,Bubba Franks*,GNB,TE,23,16,14,0,0,0,0,0,0,0,,0,49,36,322,8.94,9,0,,9,,,86,122.2,125.2,104.2,11,6,57
124,Byron Chamberlain*,MIN,TE,30,16,15,0,0,0,0,0,0,0,,0,81,57,666,11.68,3,1,1,3,,,85,139.6,143.6,111.1,9,7,60
125,Oronde Gadsden,MIA,WR,30,14,14,0,0,0,0,0,0,0,,0,93,55,674,12.25,3,1,,3,,,85,140.4,143.4,112.9,,47,
126,Correll Buckhalter,PHI,RB,23,15,6,0,0,0,0,0,129,586,4.54,2,21,13,130,10,0,2,2,2,,,84,92.6,100.6,86.1,,41,
127,David Sloan,DET,TE,29,15,15,0,0,0,0,0,0,0,,0,69,37,409,11.05,7,0,,7,,,83,119.9,122.9,101.4,8,8,63
128,Thomas Jones,ARI,RB,23,16,2,0,0,0,0,0,112,380,3.39,5,24,21,151,7.19,0,2,1,5,,,83,102.1,109.1,91.6,,42,
129,Todd Pinkston,PHI,WR,24,15,15,0,0,0,0,0,1,5,5,0,84,42,586,13.95,4,0,,4,,,83,125.1,128.1,104.1,,48,
130,Chris Fuamatu-Ma'afala,PIT,RB,24,16,5,0,0,0,0,0,120,453,3.78,3,20,16,127,7.94,1,0,,4,,,82,98,104,90,,43,
131,Wayne Chrebet,NYJ,WR,28,15,15,0,0,0,0,0,0,0,,0,92,56,750,13.39,1,0,,1,,,81,137,140,109,,49,
132,Cory Schlesinger,DET,RB,29,16,13,0,0,0,0,0,47,154,3.28,3,85,60,466,7.77,0,1,1,3,,,80,138,145,108,,44,
133,James Allen,CHI,RB,26,16,7,0,0,0,0,0,135,469,3.47,1,43,30,203,6.77,1,1,,2,,,79,109.2,115.2,94.2,,45,
134,Travis Taylor,BAL,WR,23,16,13,0,0,0,0,0,5,46,9.2,0,90,42,560,13.33,3,0,,3,,,79,120.6,123.6,99.6,,50,
135,Chad Lewis*,PHI,TE,30,15,15,0,0,0,0,0,0,0,,0,68,41,422,10.29,6,2,,6,,,78,119.2,122.2,98.7,3,9,71
136,Jay Riemersma,BUF,TE,28,16,15,0,0,0,0,0,0,0,,0,78,53,590,11.13,3,0,,3,,,77,130,133,103.5,2,10,73
137,Terrell Davis,DEN,RB,29,8,8,0,0,0,0,0,167,701,4.2,0,21,12,69,5.75,0,2,,0,,,77,89,92,83,,46,
138,Lamont Warren,DET,RB,28,16,3,0,2,0,0,1,61,191,3.13,3,60,40,336,8.4,1,1,,4,1,,77,116.7,123.7,97.7,,47,
139,Ernie Conwell,STL,TE,29,16,14,0,0,0,0,0,7,28,4,1,52,38,431,11.34,4,2,2,5,,,76,109.9,114.9,90.9,1,11,75
140,Troy Hambrick,DAL,RB,25,16,11,0,0,0,0,0,113,579,5.12,2,12,4,62,15.5,0,1,1,2,,,76,78.1,82.1,76.1,,48,
141,Wesley Walls*,CAR,TE,35,14,14,0,0,0,0,0,0,0,,0,73,43,452,10.51,5,0,,5,,,75,118.2,121.2,96.7,,12,
142,Frank Sanders,ARI,WR,28,15,13,0,1,0,0,0,0,0,,0,76,41,618,15.07,2,1,1,2,,,74,112.8,116.8,92.3,,52,
143,Peter Warrick,CIN,WR,24,16,14,0,0,0,0,0,8,14,1.75,0,137,70,667,9.53,1,3,2,1,,,74,140.1,145.1,105.1,,51,
144,James Jackson,CLE,RB,25,11,10,0,0,0,0,0,195,554,2.84,2,10,7,56,8,0,1,1,2,,,73,78,82,74.5,,49,
145,Tony Martin,ATL,WR,36,11,9,0,0,0,0,0,0,0,,0,77,37,548,14.81,3,0,,3,,,73,109.8,112.8,91.3,,53,
146,Donald Hayes,CAR,WR,26,16,15,0,0,0,0,0,0,0,,0,105,52,597,11.48,2,1,,2,,,72,123.7,126.7,97.7,,54,
147,Travis Minor,MIA,RB,22,16,0,0,0,0,0,0,59,281,4.76,2,37,29,263,9.07,1,0,,4,,,72,107.4,113.4,92.9,,50,
148,Amos Zereoue,PIT,RB,25,14,0,0,0,0,0,0,85,441,5.19,1,14,13,154,11.85,1,3,2,2,,,72,80.5,88.5,74,,51,
149,Quincy Carter,DAL,QB,24,8,8,90,176,1072,5,7,45,150,3.33,1,0,0,0,,0,5,1,1,,,70,67.9,81.9,74.9,,32,
150,MarTay Jenkins,ARI,WR,26,13,3,0,0,0,0,0,3,4,1.33,0,54,32,518,16.19,3,5,3,3,,,70,96.2,102.2,80.2,,55,
151,Tyrone Wheatley,OAK,RB,29,11,2,0,0,0,0,0,88,276,3.14,5,16,12,61,5.08,1,3,1,6,,,70,79.7,83.7,73.7,,52,
152,Shawn Jefferson,ATL,WR,32,16,6,0,0,0,0,0,0,0,,0,65,37,539,14.57,2,0,,2,1,,68,104.9,107.9,86.4,,57,
153,Terance Mathis,ATL,WR,34,16,16,0,0,0,0,0,0,0,,0,105,51,564,11.06,2,0,,2,,,68,119.4,122.4,93.9,,56,
154,Michael Vick,ATL,QB,21,8,2,50,113,785,2,3,31,289,9.32,1,0,0,0,,0,6,5,1,,,68,58.3,72.3,61.3,,33,
155,Derrick Alexander,KAN,WR,30,13,11,0,0,0,0,0,2,16,8,0,68,27,470,17.41,3,0,,3,,,67,93.6,96.6,80.1,,59,
156,Brian Finneran,ATL,WR,25,16,1,0,0,0,0,0,0,0,,0,41,23,491,21.35,3,0,,3,,,67,90.1,93.1,78.6,,58,
157,Az-Zahir Hakim,STL,WR,24,16,1,1,1,51,1,0,11,50,4.55,0,53,39,374,9.59,3,8,2,3,,,66,101.4,106.4,81.9,,60,
158,David Terrell,CHI,WR,22,16,6,0,0,0,0,0,0,0,,0,63,34,415,12.21,4,0,,4,,,66,99.5,102.5,82.5,,61,
159,Corey Bradford,GNB,WR,26,16,6,0,0,0,0,0,0,0,,0,58,31,526,16.97,2,1,,2,,,65,95.6,98.6,80.1,,62,
160,Muhsin Muhammad,CAR,WR,28,11,11,0,0,0,0,0,0,0,,0,93,50,585,11.7,1,2,1,1,,,65,112.5,116.5,87.5,,63,
161,Trent Dilfer,SEA,QB,29,6,4,73,122,1014,7,4,11,17,1.55,0,1,1,-5,-5,0,3,,0,,1,64,64.8,71.8,68.3,,34,
162,Freddie Jones,SDG,TE,27,14,9,0,0,0,0,0,0,0,,0,60,35,388,11.09,4,0,,4,,,63,97.8,100.8,80.3,,13,
163,Anthony Becht,NYJ,TE,24,16,15,0,0,0,0,0,0,0,,0,53,36,321,8.92,5,0,,5,,,62,98.1,101.1,80.1,,14,
164,Todd Bouman,MIN,QB,29,5,3,51,89,795,8,4,9,61,6.78,0,0,0,0,,0,1,,0,,,62,61.9,68.9,65.9,,35,
165,Koren Robinson,SEA,WR,21,16,13,0,0,0,0,0,4,13,3.25,0,78,39,536,13.74,1,2,,1,,,61,99.9,102.9,80.4,,64,
166,Elvis Joseph,JAX,RB,23,14,3,0,0,0,0,0,68,294,4.32,0,24,18,183,10.17,2,2,1,3,,,60,81.7,88.7,72.7,,53,
167,Eddie Kennison,2TM,WR,28,13,7,0,0,0,0,0,5,22,4.4,0,50,31,491,15.84,1,1,,1,1,,59,90.3,93.3,74.8,,65,
168,Quincy Morgan,CLE,WR,24,16,9,0,0,0,0,0,2,27,13.5,0,72,30,432,14.4,2,3,1,2,,,58,85.9,89.9,70.9,,66,
169,Ki-Jana Carter,WAS,RB,28,14,0,0,0,0,0,0,63,308,4.89,3,21,13,83,6.38,0,1,1,3,,,57,68.1,72.1,61.6,,54,
170,Mike McMahon,DET,QB,22,8,3,53,115,671,3,1,27,145,5.37,1,0,0,0,,0,5,4,1,1,,57,51.3,62.3,52.3,,36,
