Rk,Year,Player,Pos,Age,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
67,2012,Lamar Miller,RB,20,47,Miami (FL),College Stats,11-May,212,4.34,33,,,,,Miami Dolphins / 4th / 97th pick / 2012
68,2012,Davin Meggett,RB,21,0,Maryland,College Stats,8-May,211,4.5,35,23,118,7.14,4.32,
69,2012,Doug Martin,RB,23,43,Boise State,College Stats,9-May,223,4.46,36,28,120,6.79,4.16,Tampa Bay Buccaneers / 1st / 31st pick / 2012
70,2012,LaMichael James,RB,22,2,Oregon,College Stats,8-May,194,4.35,35,15,123,6.88,4.12,San Francisco 49ers / 2nd / 61st pick / 2012
71,2012,Ronnie Hillman,RB,20,18,San Diego State,College Stats,9-May,200,4.42,37,17,,,,Denver Broncos / 3rd / 67th pick / 2012
72,2012,Dan Herron,RB,22,5,Ohio State,College Stats,10-May,213,4.57,35,22,117,6.97,4.04,Cincinnati Bengals / 6th / 191st pick / 2012
73,2012,Jewel Hampton,RB,22,0,Southern Illinois,,9-May,218,4.56,,26,,,,
74,2012,Jonas Gray,RB,21,4,Notre Dame,College Stats,10-May,223,4.58,,20,,,,
75,2012,Cyrus Gray,RB,22,1,Texas A&M,College Stats,10-May,206,4.4,32.5,21,114,7.17,,Kansas City Chiefs / 6th / 182nd pick / 2012
76,2012,Terrance Ganaway,RB,23,0,Baylor,College Stats,11-May,239,4.61,37.5,,119,7.15,4.25,New York Jets / 6th / 202nd pick / 2012
77,2012,Brandon Bolden,RB,22,12,Mississippi,College Stats,11-May,222,4.55,38,21,119,6.96,4.44,
78,2012,Vick Ballard,RB,21,5,Mississippi State,College Stats,10-May,219,4.59,33,23,115,7.03,4.19,Indianapolis Colts / 5th / 170th pick / 2012
79,2012,Edwin Baker,RB,20,1,Michigan State,College Stats,8-May,204,4.44,35,20,111,7.27,4.31,San Diego Chargers / 7th / 250th pick / 2012
80,2011,Ryan Williams,RB,20,1,Virginia Tech,College Stats,9-May,212,4.59,40,19,123,6.96,4.18,Arizona Cardinals / 2nd / 38th pick / 2011
81,2011,Johnny White,RB,23,0,North Carolina,College Stats,10-May,209,4.5,32.5,,117,7.07,4.31,Buffalo Bills / 5th / 133rd pick / 2011
82,2011,Shane Vereen,RB,21,27,California,College Stats,10-May,210,4.49,34,31,115,6.95,4.28,New England Patriots / 2nd / 56th pick / 2011
83,2011,Jordan Todman,RB,21,5,Connecticut,College Stats,9-May,203,4.4,38,25,126,7.24,4.18,San Diego Chargers / 6th / 183rd pick / 2011
84,2011,Daniel Thomas,RB,23,12,Kansas State,College Stats,Jun-00,230,4.62,,21,,,,Miami Dolphins / 2nd / 62nd pick / 2011
85,2011,Da'Rel Scott,RB,22,1,Maryland,College Stats,11-May,211,4.4,34,19,117,7.15,4.2,New York Giants / 7th / 221st pick / 2011
86,2011,Brandon Saine,RB,22,1,Ohio State,College Stats,11-May,220,4.4,34.5,22,113,6.98,4.25,
87,2011,Evan Royster,RB,23,4,Penn State,College Stats,Jun-00,212,4.65,34,20,113,7.07,4.18,Washington Redskins / 6th / 177th pick / 2011
88,2011,Jacquizz Rodgers,RB,21,27,Oregon State,College Stats,6-May,196,4.59,33,,113,7.31,4.26,Atlanta Falcons / 5th / 145th pick / 2011
89,2011,Stevan Ridley,RB,22,27,LSU,College Stats,11-May,225,4.65,36,18,118,6.78,4.21,New England Patriots / 3rd / 73rd pick / 2011
90,2011,Bilal Powell,RB,22,30,Louisville,College Stats,10-May,207,4.51,,18,,,,New York Jets / 4th / 126th pick / 2011
91,2011,DeMarco Murray,RB,23,70,Oklahoma,College Stats,Jun-00,213,4.37,34.5,21,124,7.28,4.18,Dallas Cowboys / 3rd / 71st pick / 2011
92,2011,Dion Lewis,RB,20,31,Pittsburgh,College Stats,7-May,193,4.56,34.5,17,112,6.9,4.18,Philadelphia Eagles / 5th / 149th pick / 2011
93,2011,Mikel Leshoure,RB,20,5,Illinois,College Stats,Jun-00,227,4.56,38,21,122,6.82,4.4,Detroit Lions / 2nd / 57th pick / 2011
94,2011,Taiwan Jones,RB,22,3,East. Washington,,Jun-00,194,4.33,,13,,,,Oakland Raiders / 4th / 125th pick / 2011
95,2011,Mark Ingram,RB,21,70,Alabama,College Stats,9-May,215,4.62,31.5,21,118,7.13,4.62,New Orleans Saints / 1st / 28th pick / 2011
96,2011,Kendall Hunter,RB,22,11,Oklahoma State,College Stats,7-May,199,4.46,35,24,122,6.74,4.21,San Francisco 49ers / 4th / 115th pick / 2011
97,2011,Roy Helu,RB,22,14,Nebraska,College Stats,11-May,219,4.4,36.5,11,119,6.67,4.01,Washington Redskins / 4th / 105th pick / 2011
98,2011,Jamie Harper,RB,21,0,Clemson,College Stats,11-May,233,4.53,36.5,24,120,7.16,4.39,Tennessee Titans / 4th / 130th pick / 2011
99,2011,Alex Green,RB,22,5,Hawaii,College Stats,Jun-00,225,4.45,34,20,114,6.91,4.15,Green Bay Packers / 3rd / 96th pick / 2011
100,2011,Mario Fannin,RB,23,0,Auburn,College Stats,10-May,231,4.37,37.5,21,115,6.99,4.21,
101,2011,Darren Evans,RB,22,0,Virginia Tech,College Stats,Jun-00,227,4.56,35,26,111,6.96,4.46,
102,2011,Shaun Draughn,RB,23,7,North Carolina,College Stats,11-May,213,4.73,34,21,118,7.15,4.2,
103,2011,John Clay,RB,23,0,Wisconsin,College Stats,Jun-00,230,4.83,29,,111,,,
104,2011,Delone Carter,RB,23,3,Syracuse,College Stats,9-May,222,4.54,37,27,120,6.92,4.07,Indianapolis Colts / 4th / 119th pick / 2011
105,2011,Allen Bradford,RB,22,1,USC,College Stats,11-May,242,4.53,29,28,113,6.97,4.39,Tampa Bay Buccaneers / 6th / 187th pick / 2011
106,2011,Damien Berry,RB,22,0,Miami (FL),College Stats,10-May,211,4.58,33.5,23,120,7,4.12,
107,2011,Matt Asiata,RB,23,14,Utah,College Stats,11-May,229,4.77,30,22,104,7.09,4.37,
108,2011,Armando Allen,RB,21,1,Notre Dame,College Stats,8-May,199,4.59,,23,,,,
109,2011,Anthony Allen,RB,22,1,Georgia Tech,College Stats,1-Jun,228,4.56,41.5,24,120,6.79,4.06,Baltimore Ravens / 7th / 225th pick / 2011
110,2010,Keiland Williams,RB,23,5,LSU,College Stats,11-May,233,4.52,,,,,,
111,2010,Keith Toston,RB,22,2,Oklahoma State,College Stats,Jun-00,213,4.66,32,22,110,,4.67,
112,2010,Ben Tate,RB,21,15,Auburn,College Stats,11-May,220,4.34,40.5,26,124,6.91,4.12,Houston Texans / 2nd / 58th pick / 2010
113,2010,James Starks,RB,24,30,Buffalo,College Stats,2-Jun,218,4.5,36,15,119,6.89,4.23,Green Bay Packers / 6th / 193rd pick / 2010
114,2010,C.J. Spiller,RB,22,37,Clemson,College Stats,11-May,196,4.37,,18,,,,Buffalo Bills / 1st / 9th pick / 2010
115,2010,Lonyae Miller,RB,21,0,Fresno State,College Stats,11-May,221,4.43,36.5,26,120,7.2,4.54,
116,2010,Joe McKnight,RB,21,7,USC,College Stats,11-May,198,4.4,36.5,18,120,,,New York Jets / 4th / 112th pick / 2010
117,2010,Ryan Mathews,RB,22,48,Fresno State,College Stats,Jun-00,218,4.37,36,19,121,7,4.33,San Diego Chargers / 1st / 12th pick / 2010
118,2010,Javarris James,RB,22,1,Miami (FL),College Stats,Jun-00,212,4.58,36,21,115,,,
119,2010,Brandon James,RB,22,0,Florida,College Stats,6-May,176,4.47,,14,,,,
120,2010,Montario Hardesty,RB,23,4,Tennessee,College Stats,Jun-00,225,4.49,41,21,124,6.87,4.14,Cleveland Browns / 2nd / 59th pick / 2010
121,2010,Toby Gerhart,RB,22,17,Stanford,College Stats,Jun-00,231,4.5,38,22,118,6.94,4.25,Minnesota Vikings / 2nd / 51st pick / 2010
122,2010,Jonathan Dwyer,RB,20,8,Georgia Tech,College Stats,11-May,229,4.64,33,15,107,7.56,4.67,Pittsburgh Steelers / 6th / 188th pick / 2010
123,2010,Anthony Dixon,RB,22,8,Mississippi State,College Stats,1-Jun,233,4.67,33,15,121,7.09,4.49,San Francisco 49ers / 6th / 173rd pick / 2010
124,2010,LeGarrette Blount,RB,23,46,Oregon,College Stats,Jun-00,241,4.7,35,18,117,6.85,4.49,
125,2010,Jahvid Best,RB,21,13,California,College Stats,10-May,199,4.34,32.5,18,113,6.75,4.17,Detroit Lions / 1st / 30th pick / 2010
126,2010,Joique Bell,RB,23,26,Wayne State (MI),,11-May,220,4.68,36.5,,120,6.84,4.17,
127,2009,Javarris Williams,RB,22,0,Tennessee State,,9-May,223,4.51,33.5,25,116,,,Kansas City Chiefs / 7th / 212th pick / 2009
128,2009,Beanie Wells,RB,20,15,Ohio State,College Stats,1-Jun,235,4.38,33.5,25,128,,,Arizona Cardinals / 1st / 31st pick / 2009
129,2009,Tyrell Sutton,RB,22,2,Northwestern,College Stats,8-May,211,4.64,33,,114,6.94,4.32,
130,2009,Kory Sheets,RB,23,0,Purdue,College Stats,11-May,208,4.39,37,15,121,7.18,4.39,
131,2009,Bernard Scott,RB,25,9,Abilene Christian,,10-May,200,4.44,36,21,125,6.82,4.08,Cincinnati Bengals / 6th / 209th pick / 2009
132,2009,Javon Ringer,RB,22,4,Michigan State,College Stats,9-May,205,4.5,34,23,115,6.87,4.11,Tennessee Titans / 5th / 173rd pick / 2009
133,2009,Cedric Peerman,RB,22,4,Virginia,College Stats,9-May,216,4.34,40,27,117,6.99,4.29,Baltimore Ravens / 6th / 185th pick / 2009
134,2009,Chris Ogbonnaya,RB,22,8,Texas,College Stats,Jun-00,220,4.57,35,19,111,6.85,4.29,St. Louis Rams / 7th / 211th pick / 2009
135,2009,Knowshon Moreno,RB,21,35,Georgia,College Stats,11-May,217,4.5,35.5,25,115,6.84,4.27,Denver Broncos / 1st / 12th pick / 2009
136,2009,LeSean McCoy,RB,20,104,Pittsburgh,College Stats,10-May,198,4.5,,,,,,Philadelphia Eagles / 2nd / 53rd pick / 2009
137,2009,Jeremiah Johnson,RB,22,1,Oregon,College Stats,9-May,209,4.57,35,20,115,,,
138,2009,Gartrell Johnson,RB,22,0,Colorado State,College Stats,10-May,219,4.67,34,20,114,,,San Diego Chargers / 4th / 134th pick / 2009
139,2009,Rashad Jennings,RB,23,35,Liberty,,1-Jun,231,4.52,34,29,120,6.86,4.2,Jacksonville Jaguars / 7th / 250th pick / 2009
140,2009,Shonn Greene,RB,23,25,Iowa,College Stats,10-May,227,4.55,37,19,121,7.1,4.4,New York Jets / 3rd / 65th pick / 2009
141,2009,Mike Goodson,RB,21,7,Texas A&M,College Stats,Jun-00,208,4.43,39.5,14,118,6.89,4.22,Carolina Panthers / 4th / 111th pick / 2009
142,2009,Arian Foster,RB,22,63,Tennessee,College Stats,1-Jun,226,4.69,,23,,,,
143,2009,James Davis,RB,23,1,Clemson,College Stats,11-May,218,4.45,32,17,109,7.15,4.37,Cleveland Browns / 6th / 195th pick / 2009
144,2009,Glen Coffee,RB,21,2,Alabama,College Stats,Jun-00,209,4.5,36,24,121,7.35,4.51,San Francisco 49ers / 3rd / 74th pick / 2009
145,2009,Donald Brown,RB,21,28,Connecticut,College Stats,10-May,210,4.46,41.5,,125,6.93,4.1,Indianapolis Colts / 1st / 27th pick / 2009
146,2009,Andre Brown,RB,22,7,North Carolina State,College Stats,Jun-00,224,4.37,37,24,115,7.35,4.33,New York Giants / 4th / 129th pick / 2009
147,2009,Kahlil Bell,RB,22,5,UCLA,College Stats,11-May,212,4.74,34.5,15,114,6.87,4.2,
148,2008,Chauncey Washington,RB,22,0,USC,College Stats,11-May,211,4.45,,,,,,Jacksonville Jaguars / 7th / 213th pick / 2008
149,2008,Ryan Torain,RB,21,5,Arizona State,College Stats,Jun-00,222,4.61,34,21,120,,,Denver Broncos / 5th / 139th pick / 2008
150,2008,Marcus Thomas,RB,23,0,Texas-El Paso,College Stats,Jun-00,213,4.59,30,21,116,,,San Diego Chargers / 5th / 166th pick / 2008
151,2008,Jonathan Stewart,RB,20,59,Oregon,College Stats,10-May,235,4.46,36.5,28,128,,,Carolina Panthers / 1st / 13th pick / 2008
152,2008,Kevin Smith,RB,21,20,Central Florida,College Stats,1-Jun,217,4.53,32,,120,6.74,4.49,Detroit Lions / 3rd / 64th pick / 2008
153,2008,Steve Slaton,RB,22,20,West Virginia,College Stats,9-May,197,4.45,33.5,19,118,,,Houston Texans / 3rd / 89th pick / 2008
154,2008,Chad Simpson,RB,22,3,South Florida,College Stats,9-May,216,4.4,32.5,,124,,,
155,2008,Dantrell Savage,RB,23,1,Oklahoma State,College Stats,8-May,187,4.53,32.5,13,117,,,
156,2008,Ray Rice,RB,21,70,Rutgers,College Stats,8-May,199,4.42,31.5,23,119,6.65,4.2,Baltimore Ravens / 2nd / 55th pick / 2008
157,2008,Jalen Parmele,RB,22,1,Toledo,College Stats,11-May,224,4.47,34,19,125,6.96,4.29,Miami Dolphins / 6th / 176th pick / 2008
158,2008,Xavier Omon,RB,23,0,Northwest Missouri State,,11-May,228,4.52,31,17,112,,,Buffalo Bills / 6th / 179th pick / 2008
159,2008,Rashard Mendenhall,RB,20,31,Illinois,College Stats,10-May,225,4.41,33.5,26,117,,4.18,Pittsburgh Steelers / 1st / 23rd pick / 2008
160,2008,Darren McFadden,RB,20,45,Arkansas,College Stats,1-Jun,211,4.33,33,,128,,,Oakland Raiders / 1st / 4th pick / 2008
161,2008,Kregg Lumpkin,RB,23,3,Georgia,College Stats,11-May,226,4.68,28,22,111,,,
162,2008,Felix Jones,RB,20,30,Arkansas,College Stats,10-May,207,4.44,33.5,,124,6.9,4.19,Dallas Cowboys / 1st / 22nd pick / 2008
163,2008,Chris Johnson,RB,22,83,East Carolina,College Stats,11-May,197,4.24,35,,130,,,Tennessee Titans / 1st / 24th pick / 2008
164,2008,Mike Hart,RB,21,3,Michigan,College Stats,9-May,206,4.69,28,23,110,,,Indianapolis Colts / 6th / 202nd pick / 2008
165,2008,BenJarvus Green-Ellis,RB,22,34,Mississippi,College Stats,11-May,219,4.6,30.5,24,114,,,
166,2008,Matt Forte,RB,22,99,Tulane,College Stats,1-Jun,217,4.44,33,23,118,6.84,4.23,Chicago Bears / 2nd / 44th pick / 2008
167,2008,Justin Forsett,RB,22,35,California,College Stats,8-May,194,4.62,26.5,26,112,6.96,,Seattle Seahawks / 7th / 233rd pick / 2008
168,2008,Tashard Choice,RB,23,14,Georgia Tech,College Stats,10-May,215,4.48,34,20,119,6.88,,Dallas Cowboys / 4th / 122nd pick / 2008
169,2008,Jamaal Charles,RB,21,72,Texas,College Stats,11-May,200,4.38,30.5,,122,6.8,4.22,Kansas City Chiefs / 3rd / 73rd pick / 2008
170,2008,Cory Boyd,RB,22,0,South Carolina,College Stats,Jun-00,213,4.52,33.5,25,118,6.97,4.24,Tampa Bay Buccaneers / 7th / 238th pick / 2008
